policy,keep_ratio,qid,prediction,em,decode_tokens,gold,distractor,question,system,prompt_all
random,0.5,5ae531ee5542990ba0bbb1ff,Jack Lowden,0.0,3,0.499830623306233,0.496904408122833,0.4781746031746031,0.49760536398467425,0.4973767051416579
random,0.5,5a8aa5835542996c9b8d5f4e,Midnight Oil,1.0,3,0.49972899728997283,0.4907103825136612,0.4936868686868686,0.4952107279693487,0.4951612903225807
random,0.5,5ab82d095542990e739ec853,1967,1.0,4,0.4959119496855346,0.4963751526251527,0.49516908212560395,0.4966475095785442,0.4968325791855206
random,0.5,5ae4c01e55429913cc2044f3,Captain John Underhill,1.0,4,0.4924963924963925,0.4988738738738738,0.4986111111111111,0.49042145593869724,0.49506172839506174
random,0.5,5a89fea655429970aeb701eb,The Mighty Ducks,0.0,3,0.5000978090766822,0.49360442917143943,0.5,0.4937739463601532,0.4956011730205279
random,0.5,5a80cf4c55429938b61421f6,Jersey,0.0,2,0.4956349206349206,0.4988445183952671,0.4936868686868686,0.4956896551724137,0.49807938540332913
random,0.5,5a89b1de5542992e4fca8378,Keelung,1.0,3,0.503411306042885,0.4899380804953561,0.5166666666666666,0.5019157088122606,0.49620637329286793
random,0.5,5a8778d25542994846c1cd89,No,0.0,1,0.503623188405797,0.49774774774774777,0.5073099415204678,0.49185823754789276,0.4992223950233281
random,0.5,5a77897f55429949eeb29edc,Organ RGB,0.0,2,0.5038082437275986,0.49848681366191094,0.47000000000000003,0.48994252873563215,0.49828571428571433
random,0.5,5ae0132d55429925eb1afc00,Fort Lee,0.0,2,0.502195871761089,0.49100529100529094,0.5092592592592593,0.49329501915708807,0.49741824440619603
random,0.5,5a7129685542994082a3e5fa,Samuel Alvey,0.0,4,0.4915389527458493,0.4886872759856631,0.5037878787878787,0.49856321839080464,0.49248120300751874
random,0.5,5ae762835542997b22f6a711,Estado Occidental,0.0,3,0.49564270152505446,0.4897857498754361,0.4930555555555556,0.5009578544061303,0.49221931355439213
random,0.5,5ae2f5b955429928c423957e,Tumazigt,0.0,4,0.5023575235752359,0.4954383622607921,0.480952380952381,0.49760536398467436,0.49693788276465445
random,0.5,5a81018755429938b6142287,Q,1.0,1,0.5012626262626263,0.4997635933806147,0.49444444444444446,0.49281609195402293,0.4993006993006995
random,0.5,5ae7b271554299540e5a564d,1997,0.0,4,0.4939493949394939,0.49334251606978885,0.5076628352490423,0.49090038314176243,0.49397590361445787
random,0.5,5a89a74e554299669944a562,Steve Bendelară,0.0,5,0.5001402918069584,0.4932452944748027,0.49024024024024027,0.4894636015325669,0.49354942751169173
random,0.5,5adcceda5542990d50227d31,Britain,0.0,1,0.5037037037037037,0.4974457215836526,0.49470899470899465,0.4937739463601532,0.49839228295819943
random,0.5,5a7518cb55429916b0164259,Rafael Márquez,1.0,6,0.48843226788432265,0.49863667348329926,0.5013888888888888,0.4827586206896551,0.4931511611736894
random,0.5,5ab9180b5542991b5579f0f3,South Korea,1.0,2,0.5056179775280898,0.4929362352042765,0.5154320987654322,0.4904214559386974,0.4965753424657534
random,0.5,5abb326055429966062416e7,Bury,0.0,2,0.5017056530214427,0.49271402550091076,0.47660818713450287,0.5062260536398469,0.4967741935483871
random,0.5,5a8ef1e35542995a26add57a,1954,1.0,4,0.49209913506320685,0.5013190564866541,0.5074074074074074,0.4861111111111111,0.4955974842767295
random,0.5,5adf03b35542993a75d263d3,Paris,0.0,1,0.49441964285714285,0.5016025641025641,0.5032679738562092,0.4990421455938697,0.4994450610432853
random,0.5,5a88d745554299206df2b378,director,1.0,1,0.5004789272030651,0.49828716115579397,0.4925925925925925,0.4937739463601533,0.4983108108108108
random,0.5,5ab3bacc55429969a97a8197,Liam Gallagher,0.0,3,0.49908020603384845,0.4967293163810578,0.49572649572649574,0.4904214559386974,0.4965437788018433
random,0.5,5a7f244255429934daa2fcec,"Grammar, logic, and arithmetic",0.0,6,0.4870208636584183,0.49543946932006644,0.49074074074074076,0.48754789272030646,0.49262688614540484
random,0.5,5ac39f7b554299218029dbe7,E. W. Holding,0.0,5,0.5064915458937197,0.4867655613728913,0.5138888888888888,0.4971264367816091,0.4932935916542474
random,0.5,5a810d7655429903bc27b915,guitar,0.0,2,0.4989316239316239,0.4970256100020166,0.48888888888888893,0.4985632183908046,0.49803407601572736
random,0.5,5ae4cb2f55429960a22e01e8,Linda Ronstadt,0.0,4,0.4970389170896785,0.4927293064876957,0.49537037037037035,0.49425287356321834,0.4947407407407408
random,0.5,5adf1c3f5542993a75d263ec,Celtic nations,0.0,4,0.49166666666666664,0.4905824628046851,0.5,0.49904214559386983,0.493069306930693
random,0.5,5ab61140554299110f2199d7,Thomas Newman,0.0,2,0.4938271604938271,0.4993913235945108,0.5013888888888889,0.5028735632183908,0.49777117384844005
random,0.5,5a738fe855429908901be2fb,Awake,1.0,2,0.4988760436737316,0.49468085106382975,0.4722222222222221,0.5067049808429119,0.4970873786407768
random,0.5,5adcc3ed5542994d58a2f6c4,Rich LeFevre,0.0,5,0.49338624338624343,0.4965001473622163,0.4722222222222223,0.5019157088122606,0.4956521739130435
random,0.5,5ae5ffbb5542996de7b71ad4,Argentine,0.0,2,0.496789127837515,0.5024092970521541,0.4644097222222222,0.49281609195402293,0.49774266365688496
random,0.5,5ae357745542992f92d8229b,Buena,0.0,2,0.5032181571815717,0.5004775549188157,0.4820261437908496,0.4904214559386973,0.4976377952755906
random,0.5,5ae200655542994d89d5b2f4,To,0.0,1,0.48782771535580527,0.4996886973180077,0.5130208333333334,0.4980842911877396,0.49963476990504013
random,0.5,5adf430e5542993a75d2645e,Dundee Canal,1.0,4,0.49390589569161,0.4957086522848528,0.49867724867724866,0.4923371647509578,0.4949333900226759
random,0.5,5adc99cf554299438c868e0d,Bressa,0.0,3,0.49421883812746753,0.49951361867704275,0.46934865900383144,0.49425287356321834,0.4963768115942029
random,0.5,5ab262a4554299340b5254ac,The Most Dangerous Game,1.0,4,0.4949774497744977,0.4975622273543752,0.47619047619047616,0.49521072796934856,0.4957291239579063
random,0.5,5a770d785542993569682cad,United Kingdom,0.0,2,0.5017361111111112,0.4969000729394602,0.5023148148148147,0.4904214559386973,0.4979079497907948
random,0.5,5a7f275d55429934daa2fd01,No,1.0,1,0.4967421124828531,0.49944444444444447,0.46759259259259267,0.5090996168582376,0.49902912621359224
random,0.5,5ae54b6355429908b63265cc,grass family,0.0,2,0.49631519274376423,0.49732451998740956,0.5208333333333334,0.4971264367816091,0.4972972972972973
random,0.5,5ac4c16b5542997ea680cab4,Yes,1.0,1,0.49711221122112215,0.5007731389441131,0.5119047619047619,0.4947318007662834,0.49938042131350685
random,0.5,5ab3c18b55429969a97a81b0,1988,0.0,4,0.4864709268854347,0.4980158730158731,0.5033333333333333,0.49760536398467425,0.49398712737127354
random,0.5,5a84b0705542991dd0999d86,Chicago Blackhawks Florence,0.0,3,0.4997222222222223,0.4925428784489188,0.4940476190476189,0.49090038314176243,0.495114006514658
random,0.5,5ae151985542990adbacf74d,Manchester Orchestra,1.0,2,0.49960175228992415,0.4956183862433863,0.49183006535947715,0.4923371647509578,0.4972222222222224
random,0.5,5abdba405542993f32c2a023,Perfectly linked Chicago,0.0,4,0.495632424877708,0.4954261490406069,0.5089285714285713,0.4937739463601532,0.49487554904831627
random,0.5,5a80721b554299485f5985ef,World War I,0.0,3,0.5003858024691358,0.4938103864734299,0.5044444444444445,0.496647509578544,0.49547920433996395
random,0.5,5ab41677554299753aec5a38,Glasgow,0.0,3,0.49769433465085633,0.497579001019368,0.4733333333333334,0.48850574712643674,0.4962593516209475
random,0.5,5adcf37e5542994ed6169c37,BMW X6,1.0,3,0.4914529914529915,0.4965811965811965,0.485042735042735,0.4923371647509579,0.4950657894736843
random,0.5,5ae33fa95542990afbd1e0f2,No,1.0,1,0.49713740458015265,0.4979208250166335,0.517094017094017,0.49616858237547884,0.49859154929577465
random,0.5,5aba510f5542994dbf0198d6,Yakuza,1.0,3,0.500354609929078,0.49914442162902123,0.4572072072072072,0.49425287356321834,0.497081201626656
random,0.5,5a7d1765554299452d57bade,"The answer is not directly spanned in the provided text. It appears that the correct answer should be ""politics"" based on contextual understanding from the given text",0.0,32,0.47066458982346826,0.45108556832694763,0.4747474747474747,0.45641762452107265,0.45475460122699385
random,0.5,5ae0536755429924de1b70a6,No,0.0,1,0.505263157894737,0.49633775566611393,0.4926900584795322,0.49425287356321834,0.4983443708609271
random,0.5,5abcf84d55429959677d6b86,Mexican Drug War,0.0,4,0.4946952160493827,0.49506319115323855,0.5000000000000001,0.49712643678160906,0.49570552147239255
random,0.5,5ab5c8c5554299637185c60d,No,1.0,1,0.5023255813953488,0.4975614927905005,0.4982638888888889,0.4952107279693487,0.4991394148020654
random,0.5,5ac0714f554299294b218fe1,1991 Perfect Storm,1.0,6,0.4973742399115533,0.4925328554360812,0.4835069444444444,0.488984674329502,0.4939552406657669
random,0.5,5adcdea85542992c1e3a2441,Chinese Coffee,1.0,2,0.4918055555555555,0.5005025584795322,0.49346405228758183,0.4952107279693487,0.4983570646221247
random,0.5,5ac257fe55429951e9e68562,Angelina Jolie,0.0,4,0.4992463393626184,0.495152505446623,0.4809941520467837,0.4889846743295019,0.49599999999999983
random,0.5,5ae8242455429952e35eaa54,Coinapult,0.0,2,0.5024928774928774,0.49534821903242965,0.4878472222222222,0.5009578544061302,0.4970501474926254
random,0.5,5adfd56655429925eb1afaac,Christopher Moore,0.0,2,0.49971064814814814,0.4989998181487544,0.4824561403508772,0.49425287356321834,0.4983853606027988
random,0.5,5ae0f5fc554299422ee9957c,Aristotle,1.0,3,0.49215686274509807,0.5026803118908383,0.48703703703703716,0.486111111111111,0.4962500000000001
random,0.5,5ae5d63b5542996de7b71a2d,small forward,1.0,2,0.5071010860484546,0.494076797385621,0.5102339181286549,0.49425287356321834,0.4969135802469137
random,0.5,5ab29caa554299545a2cf9d3,PlayStation 4,1.0,4,0.4976767676767676,0.49559899405578417,0.4722222222222222,0.4913793103448276,0.49598163030998843
random,0.5,5a7c76275542990527d554b4,Miracle of the White Stallions. Miracle of the White Stallions. Miracle of the White Stallions. Miracle of the White Stallions. Miracle of the,0.0,32,0.46934865900383144,0.46195528177047684,0.4513888888888889,0.4621647509578543,0.46390892094017094
random,0.5,5a737fff554299623ed4abb9,Scotia Stadium,0.0,4,0.49532312925170063,0.49592807611675543,0.5066137566137567,0.4985632183908046,0.49597585513078457
random,0.5,5a8051265542992bc0c4a6f8,Snow Dogs,0.0,2,0.49749373433583954,0.49713164251207725,0.48671497584541057,0.4937739463601533,0.49673202614379064
random,0.5,5a89a13c55429946c8d6e97a,Lee,0.0,1,0.5012626262626263,0.49899899899899897,0.4970760233918129,0.49185823754789276,0.49921752738654146
random,0.5,5ab8854555429934fafe6e0c,drawings and photographs,0.0,4,0.49546887312844756,0.4927248677248678,0.4965277777777778,0.4880268199233716,0.49429278416347394
random,0.5,5ab865ad5542992aa3b8c8dd,Radcliffe College,1.0,3,0.5023827439177325,0.49369369369369376,0.47733918128654973,0.49808429118773945,0.4973375931842384
random,0.5,5a83305d55429966c78a6b4a,District of Columbia,1.0,3,0.4965277777777777,0.49572649572649563,0.48765432098765427,0.49473180076628354,0.4959083469721766
random,0.5,5a821c95554299676cceb219,1973,0.0,4,0.48943985307621674,0.4945615796519412,0.5030864197530864,0.49185823754789276,0.49295774647887314
random,0.5,5abe8aad55429976d4830b60,Kenny Ortega,0.0,4,0.49681238615664836,0.49499736703528174,0.49861111111111117,0.48994252873563204,0.49509116409537157
random,0.5,5a82ffe755429940e5e1a949,2001,1.0,4,0.4965780998389693,0.4949271804941908,0.4868421052631579,0.5019157088122603,0.4962335216572504
random,0.5,5abd516a5542992ac4f3825c,Hindu,0.0,3,0.4968415937803694,0.498328722913785,0.5086805555555556,0.49329501915708807,0.4973089343379978
random,0.5,5a7323ef5542994cef4bc477,Battle of the Ch'ongch'on River,0.0,9,0.491919191919192,0.4898239823982398,0.5106837606837606,0.49616858237547884,0.4914572864321609
random,0.5,5ae738f75542991bbc9761c4,2003,1.0,4,0.49250170415814587,0.49462365591397855,0.4883040935672514,0.49473180076628354,0.4948505947200464
random,0.5,5a89fc665542993b751ca9de,Universal Studios Florida,1.0,3,0.498672385620915,0.49742576628352503,0.4722222222222222,0.4913793103448276,0.49644549763033186
random,0.5,5abe91895542993f32c2a168,no,1.0,1,0.5035529715762274,0.4982000389180774,0.48809523809523814,0.5,0.49893390191897663
random,0.5,5ab3ede755429976abd1bcf4,John Ford,1.0,2,0.4881507381507382,0.5001322751322751,0.4660493827160493,0.506704980842912,0.49673202614379064
random,0.5,5adfec5f55429942ec259b8d,No,0.0,1,0.49911616161616174,0.4982120051085568,0.49444444444444446,0.5038314176245211,0.49869791666666674
random,0.5,5ac2660d55429951e9e685a1,Paris,0.0,1,0.5053763440860215,0.4969042838018741,0.5032679738562091,0.5095785440613028,0.498997995991984
random,0.5,5ab6a3a3554299710c8d1f0d,10,0.0,2,0.5008001828989485,0.497869550966896,0.5020576131687242,0.49185823754789265,0.49784791965566705
random,0.5,5a75eda35542994ccc918661,15,0.0,2,0.49128540305010887,0.5028129395218002,0.4833333333333333,0.48850574712643674,0.4974811083123425
random,0.5,5abb8ebe5542993f40c73b2d,"Montaña rica, otra vuelta",0.0,8,0.4904729109274563,0.4914197530864197,0.4950980392156863,0.48227969348658994,0.49058971141781665
random,0.5,5a8318955542990548d0b177,Best Instrumental Album,0.0,4,0.4941798941798942,0.49486400462962976,0.4924242424242425,0.48994252873563204,0.49431818181818193
random,0.5,5a81cb2c5542990a1d231ec4,Crystal Palace Football Club Player of the Year,0.0,8,0.49074074074074076,0.4907638888888889,0.4691358024691357,0.48227969348659006,0.48941622103386806
random,0.5,5a8ec7cc5542995a26add518,Girlfriend,0.0,2,0.4925170068027211,0.4996215561610657,0.5039682539682538,0.4909003831417624,0.49719887955182074
random,0.5,5abd9c2355429924427fd06c,2005,1.0,4,0.4946474713916574,0.49729596853490654,0.46913580246913583,0.49616858237547884,0.4953642384105959
random,0.5,5adeab4555429975fa854f5f,Bracebridge Heath,0.0,4,0.4934857423795477,0.49419459141681354,0.5152329749103942,0.49042145593869724,0.49515905947441197
random,0.5,5a82360055429903bc27ba46,Quasímodo,0.0,4,0.48671497584541057,0.497577326430373,0.49444444444444435,0.4956896551724138,0.4964476021314388
random,0.5,5abacac45542996cc5e49e94,Belvoir,0.0,2,0.48456790123456783,0.4996413199426113,0.48039215686274517,0.4956896551724138,0.497663551401869
random,0.5,5adf24155542992d7e9f92af,Alfred Jodl,0.0,5,0.49876150035385713,0.4889184397163121,0.5020576131687243,0.48946360153256724,0.4923696844993143
random,0.5,5a825da055429954d2e2eb17,Beaux-Arts,0.0,4,0.498435054773083,0.4942455242966752,0.48726851851851855,0.489463601532567,0.4951185495118549
random,0.5,5ae4f3c455429960a22e0221,Colgate,0.0,2,0.49568500539374327,0.4992806551571491,0.48055555555555557,0.4985632183908046,0.49816849816849795
random,0.5,5a855ca15542992a431d1b12,"Liu Ye,Liu Yan,Leon Lai",0.0,10,0.49112256586483394,0.4773262661955242,0.492063492063492,0.48515325670498094,0.4831721653394008
random,0.5,5ab23d8a55429970612095c9,Hollywood,0.0,2,0.5024366471734891,0.49366767983789245,0.4722222222222222,0.5019157088122604,0.4959349593495934
random,0.5,5a74106b55429979e288289e,Mumbai,1.0,2,0.4937888198757764,0.4952222222222223,0.47953216374269,0.5047892720306515,0.4961389961389961
random,0.5,5a792f3e554299029c4b5f20,Bavaria,0.0,3,0.5022768670309654,0.49039895600298283,0.4546783625730995,0.5004789272030652,0.49356223175965674
random,0.5,5ab42d6055429942dd415eb0,Mike Holmgren,1.0,4,0.49691358024691357,0.494741400643405,0.4950980392156863,0.49760536398467425,0.4955864197530864
random,0.5,5ae5fa38554299546bf82ff1,Jean-Marc Vallée,1.0,5,0.49444444444444435,0.4948257080610021,0.4965277777777778,0.5043103448275862,0.4950495049504949
random,0.5,5ade007e5542997545bbbdf4,N.I.B.,1.0,4,0.5005367686527107,0.49407637451115716,0.47385620915032667,0.49329501915708807,0.49510810071154904
random,0.5,5ac4e13f554299076e296e2d,Alban Lulu,0.0,4,0.5004224757076469,0.4901591289782245,0.5,0.49281609195402293,0.4947506561679791
random,0.5,5ab5dcb95542992aa134a3b3,No,1.0,1,0.4964416896235078,0.4991948470209339,0.5240740740740741,0.49952107279693486,0.49934123847167317
random,0.5,5a8d42c95542994ba4e3dc43,1976,1.0,4,0.498126102292769,0.4957398713267258,0.5,0.5009578544061302,0.4964894684052157
random,0.5,5ab70f79554299110f219aa9,Finland,0.0,2,0.49765258215962443,0.4978013728013728,0.4852941176470589,0.5,0.4980755265068992
random,0.5,5ae7b001554299540e5a5645,Whitney Houston,0.0,4,0.4950841032930586,0.4978932584269662,0.4797008547008547,0.4966475095785441,0.4962726304579339
random,0.5,5a8ac0595542992d82986f6c,Giant movie monster,0.0,4,0.4930220075147611,0.4984126984126984,0.4705387205387205,0.4923371647509578,0.4954954954954956
random,0.5,5a7cfb2755429907fabef084,1958,0.0,4,0.4916938997821351,0.494018005212035,0.5299145299145298,0.4980842911877395,0.4948679299454495
random,0.5,5a802e135542992bc0c4a6c7,Play-by-post role-playing game,1.0,6,0.4962737127371274,0.48864668483197105,0.5018518518518519,0.48754789272030646,0.4906239046617595
random,0.5,5ae47dd95542995ad6573d57,Barney Fife,1.0,4,0.4884142936906756,0.48777777777777775,0.5102339181286549,0.5000000000000001,0.492094861660079
random,0.5,5a7c68575542996dd594b91c,Fade to Black,1.0,3,0.49444444444444435,0.4949252136752137,0.5066666666666666,0.4985632183908046,0.4954819277108435
random,0.5,5a8e07185542995085b37389,Ringo Starr,0.0,3,0.5029342723004695,0.49306829765545374,0.5185185185185186,0.4966475095785441,0.49678111587982815
random,0.5,5ae4f2595542990ba0bbb1a8,Cyndi Lauper,0.0,5,0.49738325281803547,0.49143518518518525,0.4818840579710144,0.489463601532567,0.4940130893946156
random,0.5,5ae72e5d5542991e8301cba8,Manny Machado,0.0,4,0.5066510172143974,0.4905045351473923,0.49537037037037035,0.49616858237547895,0.49462365591397867
random,0.5,5a8a48ee55429930ff3c0d66,8,0.0,1,0.4998914930555556,0.4991248097412481,0.49269005847953207,0.5019157088122606,0.49954254345837146
random,0.5,5ab7f3285542992aa3b8c88f,Toussaint L'Ouverture,0.0,8,0.49390529770276603,0.48291366906474814,0.48919753086419754,0.48515325670498083,0.48796743603506887
random,0.5,5a77a65b5542992a6e59df57,Current Mood,0.0,2,0.4921946740128559,0.4984961075725407,0.4990421455938699,0.49760536398467425,0.4963768115942029
random,0.5,5ade1f1c55429939a52fe82d,Bruce Willis,0.0,2,0.49888143176733774,0.49694683908045967,0.49351851851851847,0.4909003831417624,0.4979480164158686
random,0.5,5a86b13f55429960ec39b6c3,Czech Republic,0.0,3,0.49878699660359044,0.4959665144596652,0.484375,0.4913793103448275,0.49650349650349646
random,0.5,5ab56f3e5542992aa134a317,Crocosmia,1.0,3,0.4938271604938271,0.49681712962962954,0.4655555555555555,0.5019157088122607,0.49530887623866754
random,0.5,5a8126265542995ce29dcbc9,Desmond Mpuru.,0.0,5,0.4875107665805341,0.4989800815934726,0.4794685990338164,0.49185823754789265,0.4939903846153845
random,0.5,5a7349125542994cef4bc505,Mr. Nice Guy,1.0,4,0.5009303561935141,0.49516099013586445,0.4791666666666667,0.4909003831417624,0.4956917329476982
random,0.5,5a8b99a45542997f31a41d7f,Ramachandran,0.0,4,0.5040374677002584,0.49522665681202266,0.49051490514905155,0.49616858237547895,0.49709060681629264
random,0.5,5ae26197554299495565da51,Big Music,0.0,2,0.49650747238466536,0.4996751137102014,0.48571428571428577,0.5,0.4979550102249488
random,0.5,5ab92e02554299753720f775,Paris,0.0,1,0.5026257600884467,0.4956268221574345,0.5101010101010102,0.5,0.49847094801223246
random,0.5,5abc715f5542993a06baf8ea,Daniil Shafran,1.0,5,0.4939393939393939,0.49170726049640456,0.4913194444444444,0.48850574712643674,0.4933526440879381
random,0.5,5abc089b5542993f40c73c57,Retina Display,0.0,3,0.5019470404984424,0.49653739612188363,0.48456790123456783,0.496647509578544,0.4963289280469897
random,0.5,5adf734b5542995ec70e9016,Chelsea Does,1.0,2,0.4954180985108819,0.49483204134366926,0.49867724867724866,0.5047892720306514,0.4970414201183432
random,0.5,5a7309a15542992359bc320c,Benny Andersson,1.0,4,0.49434389140271495,0.49611973392461195,0.5017361111111112,0.48850574712643674,0.49494949494949503
random,0.5,5ab8f7535542991b5579f0a7,Sacred Movie,0.0,3,0.49908088235294124,0.4967139042924625,0.4836601307189543,0.49473180076628354,0.49676228516097787
random,0.5,5ab55455554299488d4d993b,16000 acres,0.0,6,0.4933810763888889,0.49071233810497616,0.5087719298245613,0.48754789272030646,0.49213836477987427
random,0.5,5ae644c55542992663a4f27e,1919-1920,0.0,9,0.48500340831629174,0.49226298309178745,0.47337962962962954,0.4956896551724137,0.4911616161616162
random,0.5,5a7c74a65542990527d554b0,"The Wind in the Willows TV series (1984) comes before The Bears and I (1974). Therefore, The Bears and I",0.0,32,0.4553921568627451,0.44879004771642805,0.4431818181818182,0.44683908045977005,0.45086175284195096
random,0.5,5ae406f055429970de88d874,LA Galaxy,1.0,2,0.5012400793650794,0.4952145214521452,0.5169753086419753,0.4923371647509578,0.4972375690607734
random,0.5,5a7e4414554299495941995c,5,0.0,1,0.5020485086856769,0.49875741542408214,0.45535714285714285,0.4985632183908046,0.4991289198606272
random,0.5,5ac036b95542992a796deccd,ENnie,0.0,2,0.5021825396825397,0.49463937621832355,0.49666666666666676,0.4913793103448277,0.49747899159663844
random,0.5,5ab4147a5542996a3a969f1e,4,0.0,1,0.5012626262626263,0.49878472222222237,0.4820788530465949,0.4985632183908046,0.4989316239316241
random,0.5,5a8c8828554299653c1aa0ae,"Miles Fitzalan-Howard, 17th Duke of Norfolk",1.0,14,0.48848987108655617,0.4753668763102725,0.5133333333333333,0.4841954022988506,0.48015873015873023
random,0.5,5a823f61554299676cceb234,Big Miracle,0.0,2,0.5055778670236502,0.49211711711711703,0.5164141414141413,0.5009578544061302,0.4977099236641221
random,0.5,5abed4d55542990832d3a0e0,Yes,1.0,1,0.5011437908496733,0.4990913811007269,0.503968253968254,0.4952107279693487,0.49890590809628005
random,0.5,5abbb42555429931dba144af,Jean-Paul Charles Aymard Sartre,0.0,10,0.4871191756272402,0.49016332590942835,0.47853535353535354,0.4846743295019157,0.488468952223599
random,0.5,5ab2f50a55429929539468cd,Stratosphere Las Vegas,0.0,5,0.5006720430107526,0.49216250799744077,0.49259259259259264,0.48850574712643674,0.4933526440879381
random,0.5,5a8781b65542993e715abf8f,No,1.0,1,0.49530516431924876,0.49615384615384617,0.5196078431372549,0.5086206896551725,0.4990138067061143
random,0.5,5aba6d4b5542994dbf019906,English,0.0,1,0.5056065239551479,0.4938456420492348,0.4990740740740741,0.5047892720306514,0.4985074626865672
random,0.5,5ab42b8955429942dd415ea6,Bourbon County,1.0,4,0.4982496194824962,0.49568822553897174,0.4678362573099416,0.4952107279693487,0.49519101425881096
random,0.5,5ae684925542995703ce8b71,1984,0.0,4,0.49208089668615984,0.49677158999192894,0.48055555555555546,0.4956896551724137,0.4954252671643975
random,0.5,5ab80e1455429916710eafd7,EU three EU four EU five,0.0,6,0.4944100447196422,0.4892241379310345,0.48730158730158724,0.49329501915708807,0.49123238282530335
random,0.5,5a7f7c285542994857a76746,five,1.0,1,0.4983084045584045,0.502723311546841,0.4795321637426901,0.49952107279693486,0.49935649935649923
random,0.5,5a84de5f5542991dd0999e07,Detroit,0.0,1,0.4981121898597627,0.49884792626728114,0.5013227513227513,0.49760536398467425,0.49933244325767706
random,0.5,5a8a3a355542996c9b8d5e5e,Manchester Blitz,0.0,2,0.5010162601626017,0.49792776791000587,0.4766666666666667,0.49473180076628354,0.4978308026030368
random,0.5,5a80ad205542992bc0c4a79d,Rundell and Bridge,0.0,5,0.49277777777777776,0.4955954897815362,0.5012626262626263,0.4923371647509578,0.4942883496523344
random,0.5,5ae0616255429924de1b70ca,No,1.0,1,0.5078347578347578,0.496396750524109,0.5130718954248366,0.496647509578544,0.49927007299270065
random,0.5,5ac4e03f5542995c82c4ad75,Kim Yoon-seok,0.0,5,0.49351851851851847,0.4971888698303792,0.4758771929824561,0.4913793103448276,0.4949693788276467
random,0.5,5adfc9a555429906c02daa42,"Yorgakis
Yorgakis",0.0,7,0.4901146698299723,0.49606632776567416,0.46904761904761905,0.4889846743295019,0.4925325093343634
random,0.5,5adccd795542990d50227d2c,Rabat,0.0,3,0.49706413730803967,0.49581839904420555,0.4884259259259259,0.4932950191570882,0.49588138385502467
random,0.5,5a8f64605542992414482aaa,No,1.0,1,0.49970862470862465,0.4990206552706553,0.5192307692307693,0.5057471264367817,0.49950544015825915
random,0.5,5ae60530554299546bf8301e,Blackpool,0.0,2,0.49688057040998224,0.5006802721088435,0.4824074074074074,0.48850574712643674,0.49748743718592947
random,0.5,5add433b5542997545bbbd02,Shohola Falls,1.0,4,0.4962121212121212,0.4963592233009708,0.46839080459770116,0.5004789272030652,0.49549646923187773
random,0.5,5ae2fca555429928c423958a,Art for Sake,0.0,4,0.5034036012296883,0.4863081166272656,0.4973958333333333,0.49808429118773945,0.49474130619168794
random,0.5,5a82c51055429966c78a6a8d,Los Angeles,0.0,2,0.4962316968130922,0.49862213403880085,0.5163398692810458,0.4932950191570882,0.49826989619377166
random,0.5,5a88e3cc5542997e5c09a6c2,Great Neck,0.0,2,0.49861111111111117,0.4987009017270365,0.4868421052631579,0.49856321839080464,0.49794661190965095
random,0.5,5abb07e95542992ccd8e7ec4,7500,0.0,4,0.4935587761674719,0.49294761082325855,0.5154320987654321,0.4956896551724137,0.4946949602122015
random,0.5,5a7414d855429929fddd83db,Arsenal,1.0,2,0.49762147468569484,0.497926311728395,0.4853801169590642,0.5052681992337165,0.4980237154150198
random,0.5,5ab8337a55429919ba4e225f,No,0.0,1,0.4990019960079841,0.4995952236389395,0.5024154589371981,0.5014367816091955,0.4989939637826961
random,0.5,5a835b88554299123d8c2101,YIVO,1.0,2,0.500968992248062,0.4978313030638612,0.4848484848484848,0.4870689655172413,0.49749373433583965
random,0.5,5a81dacc55429926c1cdada0,William Walton,0.0,2,0.5061728395061729,0.4906847935548842,0.5117521367521367,0.4937739463601532,0.496845425867508
random,0.5,5ae0345855429924de1b705f,The Venetian Macao,0.0,6,0.494256915142991,0.4897972617166929,0.5016339869281047,0.488984674329502,0.4921465968586387
random,0.5,5a8d02cc554299441c6b9fb6,King's College London,0.0,4,0.49632690541781455,0.49376731301939053,0.484375,0.49185823754789276,0.4933554817275749
random,0.5,5ab442645542991751b4d70c,Arkansas,0.0,2,0.5012544802867382,0.4970794392523364,0.47638888888888886,0.4947318007662836,0.49769053117782897
random,0.5,5a8b45765542995d1e6f1333,Bridle College of Music,0.0,6,0.49191750278706803,0.49117749825296997,0.5154320987654322,0.486111111111111,0.49239280774550465
random,0.5,5ab47e0a5542990594ba9c32,Kay Ivey,0.0,3,0.5023148148148149,0.4952849528495284,0.5012077294685992,0.49185823754789265,0.49660786974219817
random,0.5,5a77aa8655429949eeb29f22,Miriam,0.0,2,0.49555555555555564,0.4945187662578967,0.48777777777777775,0.5047892720306515,0.49609375
random,0.5,5a73f4f75542993a88ae2ebc,Yoo-chun,0.0,4,0.4922385620915033,0.4895061728395062,0.47530864197530864,0.49808429118773934,0.4918934240362811
random,0.5,5a8b7d7d5542997f31a41d4b,James Lapine,0.0,3,0.49860111910471616,0.493872549019608,0.48333333333333317,0.48994252873563215,0.49484536082474206
random,0.5,5ae60dcc554299546bf83043,O.T. Genasis,1.0,5,0.4891838741396264,0.4955283108268183,0.5,0.49090038314176243,0.4957061984264058
