setting,mode,qid,level,qtype,question,gold_answer,gold_ids,retrieved_ids,prediction,raw_generation,parsed_ok,prompt_tokens,decode_tokens,n_corpus,corpus_sha
regime2_a1_baseline_explain,explain,5a737fff554299623ed4abb9,hard,bridge,"What was built near the residential neighborhood of Ramsay, Calgary in 1983?",Scotiabank Saddledome,48421 51998,48421 11351 51998 48420 45313,Scotiabank Saddledome,"Sentence 1: [1] Ramsay is a residential neighbourhood in the south-east quadrant of Calgary, Alberta.
Sentence 2: [3] Scotiabank Saddledome is a multi-use indoor arena in Calgary, Alberta, Canada.
Sentence 3: [3] Scotiabank Saddledome was built in 1983 to replace the Stampede Corral as the home of the Calgary Flames of the National Hockey League.
Connecting the useful passages into a chain of reasoning:
The Saddledome was built in 1983 in Calgary, Alberta, Canada, which is where Ramsay, Calgary is located.
Answer: Scotiabank Saddledome",1,815,140,66581,1c8d4442c84f145afbda9a01c1c56b0b7d580ba67204747b8c457f0439c58c8c
regime2_a1_baseline_explain,explain,5a8051265542992bc0c4a6f8,hard,bridge,Tommy Swerdlow co-wrote the screenplay of what film directed by Jon Turteltaub?,Cool Runnings,14620 60989,60989 31000 15565 64764 42069,While You Were Sleeping,"Sentence 1: Tommy Swerdlow is an American actor and screenwriter who has co-written screenplays for films like ""Cool Runnings"", ""Little Giants"", and ""Snow Dogs"".
Sentence 2: Jon Turteltaub is an American film director and producer who directed ""While You Were Sleeping"" in 1995.
Connection: Swerdlow co-wrote scripts for films directed by Turteltaub, including ""While You Were Sleeping"".
Answer: While You Were Sleeping",1,698,102,66581,1c8d4442c84f145afbda9a01c1c56b0b7d580ba67204747b8c457f0439c58c8c
regime2_a1_baseline_explain,explain,5a89a13c55429946c8d6e97a,hard,bridge,Of what county is the city 7 miles east of Trace State Park the seat?,"Lee County, Mississippi",61265 61760,61265 56940 41919 45832 42392,Mississippi,"Sentence 1: Trace State Park is located off Mississippi Highway 6, approximately 7 mi east of Pontotoc and 7 mi west of Tupelo in the U.S. state of Mississippi.
Answer: Mississippi",1,685,44,66581,1c8d4442c84f145afbda9a01c1c56b0b7d580ba67204747b8c457f0439c58c8c
regime2_a1_baseline_explain,explain,5ab8854555429934fafe6e0c,hard,bridge,"Works by Hanna Leena Kristiina Varis are part of a collection in a museum that houses approximately 65,000 what?",drawings,4513 25049,25049 37420 4513 47990 23883,drawings,"Sentence 1: Hanna Varis' works are part of major art collections in Finland and abroad, such as the Kiasma, Amos Anderson Art Museum, and Helsinki Art Museum in Helsinki, Wäinö Aaltonen Museum of Art in Turku, and Albertina Museum in Vienna.
Sentence 2: The Albertina is a museum in Vienna, Austria, that houses one of the largest and most important print rooms in the world with approximately 65,000 drawings.
Answer: drawings",1,908,105,66581,1c8d4442c84f145afbda9a01c1c56b0b7d580ba67204747b8c457f0439c58c8c
regime2_a1_baseline_explain,explain,5ab865ad5542992aa3b8c8dd,hard,bridge,"Jennifer Gordon received a bachelor of arts degree from which women's liberal arts college in Cambridge, Massachusetts, and functioned as a female coordinate institution for the all-male Harvard College?",Radcliffe College,29746 48190,48190 52512 29746 25312 19346,Radcliffe College,"Sentence 1: Jennifer Gordon received a bachelor of arts degree from Radcliffe College of Harvard University in Cambridge, Massachusetts.
Sentence 2: Radcliffe College was a women's liberal arts college in Cambridge, Massachusetts, and functioned as a female coordinate institution for the all-male Harvard College.
Connection: Jennifer Gordon's alma mater, Radcliffe College, fits the description given in the question.
Answer: Radcliffe College",1,984,84,66581,1c8d4442c84f145afbda9a01c1c56b0b7d580ba67204747b8c457f0439c58c8c
regime2_a1_baseline_explain,explain,5a83305d55429966c78a6b4a,hard,comparison,In which U.S. state are MedStar Georgetown University Hospital and Providence Hospital?,District of Columbia,39122 47653,39122 39123 47653 47654 23071,District of Columbia,"Sentence 1: MedStar Georgetown University Hospital is located in the Georgetown neighborhood of the Northwest Quadrant of Washington, D.C., in the U.S. Sentence 2: Providence Hospital is a 408 bed hospital located in the District of Columbia, in the U.S..
Chain of reasoning: Both MedStar Georgetown University Hospital and Providence Hospital are located in the District of Columbia, which is a federal district and not a state.
Answer: District of Columbia",1,710,93,66581,1c8d4442c84f145afbda9a01c1c56b0b7d580ba67204747b8c457f0439c58c8c
regime2_a1_baseline_explain,explain,5a821c95554299676cceb219,hard,bridge,"The subject of McGinniss' 1983 book ""Fatal Vision"" was convicted of murder in what year?",1979,29708 58541,20621 20624 58541 30258 20623,1970,"[1] states that ""Fatal Vision"" is a 1983 true crime book by Joe McGinniss.
[2] discusses the ""Fatal Vision"" controversy, which involves Joe McGinniss's book.
[3] mentions that Joe McGinniss wrote ""Fatal Vision"" about the murders of the wife and daughters of U.S. Army officer Jeffrey R. MacDonald.
[4] provides background on Joe McGinniss, mentioning his book ""Fatal Vision"".
Connecting these:
[3] directly links McGinniss's book ""Fatal Vision"" to the murders of Jeffrey R. MacDonald's family.
Final answer: 1970",1,595,132,66581,1c8d4442c84f145afbda9a01c1c56b0b7d580ba67204747b8c457f0439c58c8c
regime2_a1_baseline_explain,explain,5abe8aad55429976d4830b60,hard,comparison,"Which American Director doubled as a choreographer also, Stanley Kubrick or Kenny Ortega?","Kenneth John ""Kenny"" Ortega (born April 18, 1950) is an American producer, director, and choreographer.",32418 54860,54860 32418 27978 20253 20951,Kenny Ortega,"[2] states that Kenny Ortega is an American producer, director, and choreographer.
[1] does not provide information about Stanley Kubrick's roles beyond director, screenwriter, producer, cinematographer, editor, and photographer.
Connecting the useful passages:
From [2], we know Kenny Ortega's role as a choreographer, while [1] confirms Stanley Kubrick's roles but does not mention any choreography.
Answer: Kenny Ortega",1,745,92,66581,1c8d4442c84f145afbda9a01c1c56b0b7d580ba67204747b8c457f0439c58c8c
regime2_a1_baseline_explain,explain,5a82ffe755429940e5e1a949,hard,bridge,Lou Pai is a former executive of an energy company that went bankrupt in what year?,2001,19532 36579,36579 19534 19532 46308 45523,2001,"Sentence 1: [1] states Lou Pai was a former Enron executive.
Sentence 2: [3] states Enron was bankrupt on December 2, 2001.
Connecting: [1] mentions Lou Pai worked for Enron, and [3] provides the date of Enron's bankruptcy.
Answer: 2001",1,819,73,66581,1c8d4442c84f145afbda9a01c1c56b0b7d580ba67204747b8c457f0439c58c8c
regime2_a1_baseline_explain,explain,5abd516a5542992ac4f3825c,hard,bridge,What religion is the composer for India's first science fiction film series?,Hindi,33181 48344,33181 51962 48345 28902 48149,Not specified,"[2] mentions that ""Koi... Mil Gaya"" marked the beginning of the successful Krrish film series, which is the first sci-fi/superhero film series in Indian cinema. No specific religious information about the composer is provided here.
[1] states that Rajesh Roshan scored the films in the Krrish series, but does not specify his religion.
Connecting the useful passages:
From [1], we learn that Rajesh Roshan scored the Krrish films, but no information about his religion is given.
Answer: Not specified",1,1332,115,66581,1c8d4442c84f145afbda9a01c1c56b0b7d580ba67204747b8c457f0439c58c8c
regime2_a1_baseline_explain,explain,5a7323ef5542994cef4bc477,hard,comparison,Which battle took place first out of the Battle of the Ch'ongch'on River and the Battle of Tarawa?,The Battle of Tarawa,8219 8249,8249 8219 8251 8218 60181,20–23 November 1943,"[1] states: ""The Battle of the Ch'ongch'on River, also known as the Battle of the Ch'ongch'on () or the Second Phase Campaign Western Sector (), was a decisive battle in the Korean War, and it took place from November 25 to December 2, 1950"". [2] states: ""The Battle of Tarawa was a battle in the Pacific Theater of World War II that was fought on 20–23 November 1943"".
[1] mentions the Battle of the Ch'ongch'on River occurred in 1950, while [2] specifies the Battle of Tarawa took place in 1943.
Answer: 20–23 November 1943",1,797,161,66581,1c8d4442c84f145afbda9a01c1c56b0b7d580ba67204747b8c457f0439c58c8c
regime2_a1_baseline_explain,explain,5ae738f75542991bbc9761c4,hard,bridge,What year was the brother of this first round draft pick by the Washington Redskins drafted?,2003,10115 12448,64177 12448 30239 14206 48444,1999,"[1] states the Washington Redskins drafted Champ Bailey in the first round of the 1999 NFL Draft.
[2] provides information about Champ Bailey's brother, Boss Bailey.
Connecting the useful passages:
Since Champ Bailey was drafted in 1999 and his brother Boss Bailey is mentioned, we can infer that Boss Bailey was drafted around the same time.
Answer: 1999",1,800,82,66581,1c8d4442c84f145afbda9a01c1c56b0b7d580ba67204747b8c457f0439c58c8c
regime2_a1_baseline_explain,explain,5a89fc665542993b751ca9de,hard,bridge,Which them park is host to both the Back to the Future Rid and The Simpsons Ride?,Universal Studios Florida,7509 59543,7509 59543 54521 26548 16330,Universal Studios Florida and Universal Studios Hollywood,"Sentence 1: [1] states that Back to the Future: The Ride was at Universal Studios Florida and Universal Studios Hollywood.
Sentence 2: [2] states that The Simpsons Ride was at Universal Studios Florida and Universal Studios Hollywood.
Connecting the useful passages into a chain of reasoning:
Since both rides were at Universal Studios Florida and Universal Studios Hollywood, we can conclude that these are the theme parks that host both rides.
Answer: Universal Studios Florida and Universal Studios Hollywood",1,813,94,66581,1c8d4442c84f145afbda9a01c1c56b0b7d580ba67204747b8c457f0439c58c8c
regime2_a1_baseline_explain,explain,5abe91895542993f32c2a168,hard,comparison,Did the Sandy and Beaver Canal remain operational until a later date than the Los Angeles Aqueduct?,no,36497 51576,51576 36497 45846 65171 44866,1852,"[1] states that the Sandy and Beaver Canal ceased operations in 1852. [2] mentions the Los Angeles Aqueduct was recognized by the American Society of Civil Engineers in 1971. Therefore, the Sandy and Beaver Canal did not remain operational until a later date than the Los Angeles Aqueduct.
Answer: 1852",1,808,73,66581,1c8d4442c84f145afbda9a01c1c56b0b7d580ba67204747b8c457f0439c58c8c
regime2_a1_baseline_explain,explain,5ab3ede755429976abd1bcf4,hard,bridge,Who directed the 1940 film in which John Arledge appeared?,John Ford,30375 58265,30375 59393 14842 12022 47349,Robert Z. Leonard,"Sentence 1: John Arledge appeared in the 1940 film Pride and Prejudice, directed by Robert Z. Leonard.
Sentence 2: Connecting the useful passages: John Arledge starred in ""Pride and Prejudice"" (1940), which was directed by Robert Z. Leonard.
Answer: Robert Z. Leonard",1,747,72,66581,1c8d4442c84f145afbda9a01c1c56b0b7d580ba67204747b8c457f0439c58c8c
regime2_a1_baseline_explain,explain,5adfec5f55429942ec259b8d,hard,comparison,Are Mirpur University of Science and Technology and University of Debrecen both Universities located outside of the United States?,yes,40363 62610,40363 62610 39218 7750 48104,Yes,"[1] Mirpur University of Science and Technology is located in Mirpur, Dhaka, Bangladesh.
[2] University of Debrecen is located in Debrecen, Hungary.
[3] Mehran University of Engineering and Technology is located in Jamshoro, Sindh, Pakistan.
[4] Bangladesh University of Business and Technology is located in Mirpur, Dhaka, Bangladesh.
[5] RIT Kosovo is located in the Germia district of Pristina, Kosovo.
[1] and [4] are both located outside the United States.
Answer: Yes",1,606,118,66581,1c8d4442c84f145afbda9a01c1c56b0b7d580ba67204747b8c457f0439c58c8c
regime2_a1_baseline_explain,explain,5ac2660d55429951e9e685a1,hard,bridge,"which American actress, singer, and songwriter too the tour of I Stand tour",Idina Kim Menzel,27306 27577,27306 7845 60506 27577 11093,Idina Menzel,"Sentence 1: [4] states that Idina Menzel is an American actress, singer, and songwriter.
Sentence 2: [1] mentions that the I Stand tour was taken by American actress and singer Idina Menzel.
Connection: Therefore, Idina Menzel took the I Stand tour.
Answer: Idina Menzel",1,726,68,66581,1c8d4442c84f145afbda9a01c1c56b0b7d580ba67204747b8c457f0439c58c8c
regime2_a1_baseline_explain,explain,5ab6a3a3554299710c8d1f0d,hard,bridge,Grounded Vindaloop is an episode from an animated television series that had this many episodes in its eighteenth season?,ten episodes,24457 54168,24457 54168 16330 12772 6370,10,"Sentence 1: [1] states ""Grounded Vindaloop"" is the seventh episode in the eighteenth season of the American animated television series ""South Park"".
Sentence 2: [2] states the eighteenth season of ""South Park"" had a total of ten episodes.
Connection: Grounded Vindaloop is from the animated series ""South Park"", which had ten episodes in its eighteenth season.
Answer: 10",1,1045,91,66581,1c8d4442c84f145afbda9a01c1c56b0b7d580ba67204747b8c457f0439c58c8c
regime2_a1_baseline_explain,explain,5a75eda35542994ccc918661,hard,bridge,How many consecutive years had the Serie A been comprised of 18 teams when Hernan Crespo got injured?,15th consecutive,1380 1384,1384 25940 1681 31629 52448,15,"Sentence 1: Sentence [1] states that the Serie A was composed by 18 teams for the 15th consecutive time from season 1988–89.
Sentence 2: Sentence [2] provides information about Hernán Crespo, but does not mention his injury or the number of consecutive years.
Sentence 3: Sentence [4] mentions Juventus F.C., which is relevant to the Serie A, but does not provide the specific information needed.
Connecting the useful passages into a chain of reasoning:
While Sentence [1] indicates that the Serie A had 18 teams for 15 consecutive years starting from 1988-89, it does not specify how many years Hernán Crespo was injured.
Answer: 15",1,828,159,66581,1c8d4442c84f145afbda9a01c1c56b0b7d580ba67204747b8c457f0439c58c8c
regime2_a1_baseline_explain,explain,5abb8ebe5542993f40c73b2d,hard,bridge,What British made dance competition television series franchise did Claudia Albertario appear on?,"""Dancing on Ice"" around the world",13774 15678,13774 15678 55529 15687 36189,Amigovios,"Sentence 1: Claudia Albertario appears in ""Amigovios"" (1995), ""Como pan caliente"" (1996), ""Montaña rusa, otra vuelta"" (1997), ""Chiquititas"" (1997–1999), ""Gasoleros"" (1998 and 1999), and ""Verano del '98"" (1998–2001).
Answer: Claudia Albertario appears in ""Amigovios""
Sentence 2: Claudia Albertario is described as an Argentine model, vedette and actress of theatre, television and film, appearing in ""Amigovios"" (1995).
Chain of reasoning: Claudia Albertario is mentioned in the first passage as appearing in ""Amigovios"" (1995). This information directly answers the question about which British made dance competition television series Claudia Albertario appeared on.
Answer: Amigovios",1,824,208,66581,1c8d4442c84f145afbda9a01c1c56b0b7d580ba67204747b8c457f0439c58c8c
regime2_a1_baseline_explain,explain,5a8318955542990548d0b177,hard,bridge,How many Grammy awards were won by an album named after the Joni Mitchell song from Love Actually?,two Grammy awards,10142 10143,10142 10143 5737 35938 38073,2,"[1] states Both Sides Now is Joni Mitchell's seventeenth studio album and won two Grammy awards in 2001.
[2] mentions ""Both Sides, Now"" was featured on the soundtrack to the 2003 film ""Love Actually"".
[4] discusses ""Both Sides, Now"" being featured as a single from the soundtrack of ""Love Actually"".
Connecting these:
Both Sides Now, featured on the ""Love Actually"" soundtrack, was part of Joni Mitchell's album ""Both Sides Now"" which won two Grammy awards in 2001.
Answer: 2",1,1141,128,66581,1c8d4442c84f145afbda9a01c1c56b0b7d580ba67204747b8c457f0439c58c8c
regime2_a1_baseline_explain,explain,5a81cb2c5542990a1d231ec4,hard,bridge,"What award does Crystal Palace F.C. present, first won by John McCormick and most recently by Wilfried Zaha?",Player of the Year,15169 64986,15169 64986 46124 16073 30243,Crystal Palace Football Club Player of the Year,"Sentence 1: Crystal Palace F.C. presents the Crystal Palace Football Club Player of the Year award, first won by John McCormick in 1972 and most recently by Wilfried Zaha.
Sentence 2: This information is directly provided in the first passage, which states that the award has been given to 34 different players since 1972, with the most recent winner being Wilfried Zaha.
Answer: Crystal Palace Football Club Player of the Year",1,737,98,66581,1c8d4442c84f145afbda9a01c1c56b0b7d580ba67204747b8c457f0439c58c8c
regime2_a1_baseline_explain,explain,5a8ec7cc5542995a26add518,hard,comparison,"Which was published more frequently, Popular Science or Girlfriends?",Girlfriends,23477 47049,47049 47050 23477 41459 6920,Girlfriends,"[1] states that Popular Science is an American bi-monthly magazine. [3] mentions that Girlfriends was published monthly from San Francisco since 1993.
Connecting these useful passages:
Since Girlfriends published monthly while Popular Science is bi-monthly, Girlfriends was published more frequently.
Answer: Girlfriends",1,773,64,66581,1c8d4442c84f145afbda9a01c1c56b0b7d580ba67204747b8c457f0439c58c8c
regime2_a1_baseline_explain,explain,5abd9c2355429924427fd06c,hard,bridge,"In what year did the actor who starred in the TV Land original series ""The Soul Man"" host the Black Movie Awards?",2005,9415 12263,59591 30644 28711 42857 13881,1994,"[1] states that The Soul Man is an American sitcom created by Suzanne Martin and Cedric the Entertainer, and Cedric guest-starred in ""Hot in Cleveland"".
[2] provides information about John Landis, including his hosting of the Black Movie Awards in 1994.
Connecting these:
Cedric the Entertainer, who hosted the Black Movie Awards in 1994, is mentioned in [2], and he is associated with the TV Land sitcom ""The Soul Man"" in [1].
Answer: 1994",1,912,116,66581,1c8d4442c84f145afbda9a01c1c56b0b7d580ba67204747b8c457f0439c58c8c
regime2_a1_baseline_explain,explain,5adeab4555429975fa854f5f,hard,bridge,The Robey-Peters Gun-Carrier was built at a commuter village with at population of what at the 2001 census?,"4,530",10246 49942,49942 4743 52939 24401 42659,"3,459","Sentence 1: [1] The Robey-Peters Gun-Carrier was a British three-seater armed tractor biplane designed and built by Robey & Company Limited at Bracebridge Heath, Lincoln for the Royal Naval Air Service (RNAS).
Sentence 2: [2] Alford, Lincolnshire. Alford (pronounced ""Olford"") is a town in Lincolnshire, England, about 11 mi north-west of the coastal resort of Skegness, at the foot of the Lincolnshire Wolds, an Area of Outstanding Natural Beauty. Its population was 3,459 in the 2011 Census.
Connection: The Robey-Peters Gun-Carrier was built at Bracebridge Heath, which is near Alford, a town with a population of 3,459 in the 2011 Census.
Answer: 3,459",1,703,186,66581,1c8d4442c84f145afbda9a01c1c56b0b7d580ba67204747b8c457f0439c58c8c
regime2_a1_baseline_explain,explain,5a82360055429903bc27ba46,hard,bridge,"This American is best known for his work on such Disney animated films as ""Beauty and the Beast"" and a 1996 American animated musical drama film whose plot centers on who?",Quasimodo,32912 58443,8386 8547 8390 53955 58694,Howard Ashman,"[1] states that Beauty and the Beast (1991 film) is a Disney animated musical romantic fantasy film.
[4] mentions ""Something There"" as a song from Beauty and the Beast, sung by the Beast.
Connecting these:
Since Beauty and the Beast is mentioned in both [1] and [4], and ""Something There"" is a song from Beauty and the Beast, we can infer that the American in question worked on Beauty and the Beast.
Answer: Howard Ashman",1,1087,100,66581,1c8d4442c84f145afbda9a01c1c56b0b7d580ba67204747b8c457f0439c58c8c
regime2_a1_baseline_explain,explain,5abacac45542996cc5e49e94,hard,bridge,In what part of England is John Folwes' country house located?,"West Dorset, South West England.",8557 30542,6824 66079 8557 42652 3599,West Dorset,"[3] Belmont is a Grade II* listed country house near Lyme Regis in West Dorset, South West England.
This sentence directly states the location of John Fowles' country house.
Connecting the useful passages:
Since [3] provides the exact location of John Fowles' country house near Lyme Regis in West Dorset, England, we can conclude that John Fowles' country house is located in West Dorset, England.
Answer: West Dorset",1,730,97,66581,1c8d4442c84f145afbda9a01c1c56b0b7d580ba67204747b8c457f0439c58c8c
regime2_a1_baseline_explain,explain,5adf24155542992d7e9f92af,hard,bridge,Richard Münch portrayed the German general who served in what capacity during WWII in the 1970 movie Patton?,Oberkommando der Wehrmacht,4753 49367,49367 23015 58608 22915 29853,senior officer,"[1] states that Richard Münch portrayed Alfred Jodl in ""Patton"" (1970).
[2] provides information about George S. Patton, who is described as a senior officer of the United States Army who commanded the U.S. Seventh Army in the Mediterranean and European theaters of World War II.
[3] discusses ""The Last Days of Patton,"" a 1986 film about Patton's last months, but does not address his WWII service.
[4] mentions George C. Scott's role as Patton in ""Patton.""
[5] is irrelevant to the question.
Connecting the useful passages:
Richard Münch portrayed Alfred Jodl in ""Patton"" (1970), which is a film about General George S. Patton.
Answer: senior officer",1,657,165,66581,1c8d4442c84f145afbda9a01c1c56b0b7d580ba67204747b8c457f0439c58c8c
regime2_a1_baseline_explain,explain,5a825da055429954d2e2eb17,hard,bridge,Which style is the building located on the East Side of Midtown Manhattan that Robert Von Ancken appraised?,Art Deco-style skyscraper,13438 49902,49902 39510 13438 25691 44323,Art Deco-style,"Sentence 1: Robert Von Ancken is a prominent New York City real estate appraiser who has appraised properties including the Chrysler Building, which is described in [3].
Sentence 2: The Chrysler Building is located on the East Side of Midtown Manhattan, as stated in [3].
Answer: Art Deco-style",1,817,66,66581,1c8d4442c84f145afbda9a01c1c56b0b7d580ba67204747b8c457f0439c58c8c
regime2_a1_baseline_explain,explain,5ae4f3c455429960a22e0221,hard,bridge,What is the are of the university at which Dick Biddle served as head football coach?,575 acres (2.08 km²),14084 17022,17022 62611 62623 21293 37732,"Hamilton, New York","Sentence 1: Dick Biddle served as head football coach at Colgate University from 1996 through 2013.
Sentence 2: Colgate University is located in Hamilton, New York.
Answer: Hamilton, New York",1,842,50,66581,1c8d4442c84f145afbda9a01c1c56b0b7d580ba67204747b8c457f0439c58c8c
regime2_a1_baseline_explain,explain,5a855ca15542992a431d1b12,hard,bridge,The Chinese actress also known as Crystal Liu stars in Night Peacock with which three other actresses?,"Liu Ye, Yu Shaoqun and Leon Lai",36116 42914,42914 36116 36888 15174 36114,"Liu Ye, Yu Shaoqun, Leon Lai","Sentence 1: [1] states that Night Peacock stars Liu Yifei, Liu Ye, Yu Shaoqun and Leon Lai.
Answer: Liu Ye, Yu Shaoqun, Leon Lai",1,760,45,66581,1c8d4442c84f145afbda9a01c1c56b0b7d580ba67204747b8c457f0439c58c8c
regime2_a1_baseline_explain,explain,5ab23d8a55429970612095c9,hard,bridge,Which City in the Miami metropolitan area is home to the Primetime Race Group?,"Hollywood, Florida",26483 47374,47374 39567 54477 12764 59313,Hollywood,"Sentence 1: The Primetime Race Group is a privateer motorsport team from Hollywood, Florida which currently competes in the American Le Mans Series (ALMS) and the International Motor Sports Association (IMSA) Lites Series, a support series of the ALMS.
Answer: Hollywood",1,708,59,66581,1c8d4442c84f145afbda9a01c1c56b0b7d580ba67204747b8c457f0439c58c8c
regime2_a1_baseline_explain,explain,5a74106b55429979e288289e,hard,bridge,Where is the company that Sachin Warrier worked for as a software engineer headquartered?,Mumbai,51093 56691,51093 51089 28084 6267 51090,"Santa Clara, California","Sentence 1: Sachin Warrier worked as a software engineer in Tata Consultancy Services in Kochi.
Sentence 2: Tata Consultancy Services is headquartered in Santa Clara, California.
Chain of reasoning: Sachin Warrier worked at Tata Consultancy Services in Kochi as a software engineer. Tata Consultancy Services is headquartered in Santa Clara, California.
Answer: Santa Clara, California",1,806,78,66581,1c8d4442c84f145afbda9a01c1c56b0b7d580ba67204747b8c457f0439c58c8c
regime2_a1_baseline_explain,explain,5a792f3e554299029c4b5f20,hard,bridge,What was the name of a land where Maria Anna of Spain's husband was king?,Hungary,20795 38045,38045 38044 46265 5560 20748,Hungary and Bohemia,"Sentence 1: Maria Anna of Spain was by birth Infanta of Spain and by marriage Holy Roman Empress and Queen of Hungary and Bohemia.
Answer: Hungary and Bohemia
Sentence 2: Hungary and Bohemia were the realms where Maria Anna of Spain's husband, Ferdinand III, Holy Roman Emperor, ruled as king.
Answer: Hungary and Bohemia",1,657,73,66581,1c8d4442c84f145afbda9a01c1c56b0b7d580ba67204747b8c457f0439c58c8c
regime2_a1_baseline_explain,explain,5ab42d6055429942dd415eb0,hard,bridge,Who was the team president of the 2012 Cleveland Browns?,Mike Holmgren,1977 40011,1977 1785 40011 1880 2479,Mike Holmgren,"[1] states that Mike Holmgren was the team president in 2012. Mike Holmgren is mentioned again in [3] as a former NFL coach and executive.
Answer: Mike Holmgren",1,1142,45,66581,1c8d4442c84f145afbda9a01c1c56b0b7d580ba67204747b8c457f0439c58c8c
regime2_a1_baseline_explain,explain,5ae5fa38554299546bf82ff1,hard,bridge,Who directed the 2014 American biographical survival drama film which Laura Elizabeth Dern was nominated for the Academy Award for Best Supporting Actress in,Jean-Marc Vallée,33944 64927,33944 64927 62302 34763 55767,Jean-Marc Vallée,"[1] states that Laura Dern was nominated for the Academy Award for Best Supporting Actress in 2014 for her role in ""Wild"".
[2] provides information about the 2014 film ""Wild"", stating it is an American biographical survival drama film directed by Jean-Marc Vallée.
Connecting these:
Since Laura Dern was nominated for Best Supporting Actress in 2014 for ""Wild"", and [2] confirms that ""Wild"" was directed by Jean-Marc Vallée, we can conclude:

Answer: Jean-Marc Vallée",1,871,117,66581,1c8d4442c84f145afbda9a01c1c56b0b7d580ba67204747b8c457f0439c58c8c
regime2_a1_baseline_explain,explain,5ade007e5542997545bbbdf4,hard,bridge,The Very Best of Ugly Kid Joe: As Ugly as It Gets includes a cover of which Black Sabbath song from their 1970 debut?,N.I.B.,41603 59877,59877 57432 6756 41603 9432,N.I.B.,"Sentence 1: [1] states that ""The Very Best of Ugly Kid Joe"" includes a cover of the Black Sabbath song ""N.I.B."".
Sentence 2: [4] provides the information that ""N.I.B."" is a song from Black Sabbath's 1970 debut album ""Black Sabbath"".
Answer: N.I.B.",1,855,73,66581,1c8d4442c84f145afbda9a01c1c56b0b7d580ba67204747b8c457f0439c58c8c
regime2_a1_baseline_explain,explain,5ac4e13f554299076e296e2d,hard,bridge,"which German philosopher wrote ""The opera ""Lulu""",Theodor W. Adorno,36982 60100,36982 34357 32005 49394 30332,Leo Strauss,"Sentence 1: Leo Strauss ( ; ] ; September 20, 1899 – October 18, 1973) was a German-American political philosopher and classicist who specialized in classical political philosophy.
Sentence 2: The opera ""Lulu"" is one of those works that reveals the extent of its quality the longer and more deeply one immerses oneself in it.
Connection: Leo Strauss, a German philosopher, wrote about the quality of the opera ""Lulu"".
Answer: Leo Strauss",1,846,107,66581,1c8d4442c84f145afbda9a01c1c56b0b7d580ba67204747b8c457f0439c58c8c
regime2_a1_baseline_explain,explain,5ab5dcb95542992aa134a3b3,hard,comparison,Are Toshi and Warrel Dane both in the band Sanctuary?,no,61168 64123,64123 51523 61168 47224 42410,no,"[1] states Warrel Dane is the lead singer of Sanctuary. [2] confirms Sanctuary was founded in 1985. No mention of Toshi being part of Sanctuary.
Connecting the useful passages:
[1] mentions Warrel Dane as the lead singer of Sanctuary. [2] provides additional information about Sanctuary's history and members.
Answer: no",1,786,73,66581,1c8d4442c84f145afbda9a01c1c56b0b7d580ba67204747b8c457f0439c58c8c
regime2_a1_baseline_explain,explain,5a8d42c95542994ba4e3dc43,hard,bridge,Dr. Saleha Mahmood Abedin's daughter was born in what year ?,1976,26990 28068,28068 26990 29521 5772 3553,1976,"[1] states that Dr. Saleha Mahmood Abedin is the Director of the Institute of Muslim Minority Affairs, which is Pakistani-born.
[2] provides information about Huma Abedin, Dr. Saleha Mahmood Abedin's daughter, stating she was born in 1976.
Answer: 1976",1,1090,69,66581,1c8d4442c84f145afbda9a01c1c56b0b7d580ba67204747b8c457f0439c58c8c
regime2_a1_baseline_explain,explain,5ab70f79554299110f219aa9,hard,bridge,What is the nationality of this company that services MS Moby Dada?,Danish,15424 37227,37227 37230 40528 9001 37229,DFDS Seaways,"[1] states that MS Moby Dada was originally built as ""Finlandia"" for Effoa at Wärtsilä's Perno shipyard in Turku, Finland. This indicates the Finnish origin of the ship.
[1] also mentions that MS Moby Dada was sold to DFDS Seaways in 1990, suggesting DFDS Seaways is the current operator.
Answer: DFDS Seaways",1,663,89,66581,1c8d4442c84f145afbda9a01c1c56b0b7d580ba67204747b8c457f0439c58c8c
regime2_a1_baseline_explain,explain,5ae7b001554299540e5a5645,hard,bridge,"Brandy was handpicked by a producer that herself had been recognized by the ""Guinness World Records"" for what?",most awarded female act of all-time,10322 64842,64842 38073 29515 49524 21827,Evan Rogers,"[1] Whitney Houston is mentioned as being one of the most awarded female acts of all-time by Guinness World Records.
[2] Rihanna was handpicked by a producer, Evan Rogers, who herself had been recognized by Guinness World Records.
Connection: Whitney Houston and Rihanna are both mentioned in the context, with Houston being recognized by Guinness World Records.
Answer: Evan Rogers",1,1205,74,66581,1c8d4442c84f145afbda9a01c1c56b0b7d580ba67204747b8c457f0439c58c8c
