qid,qtype,gold_depth
5a862b0b554299211dda2a98,bridge,3
5ab2e3a35542991669774124,bridge,2
5ae692e35542996d980e7c0e,bridge,2
5a876cd55542993e715abf36,bridge,3
5ab9ba6855429970cfb8eb87,bridge,2
5ae446175542995ad6573d1f,bridge,3
5a77846f5542995d83181187,bridge,2
5ae4e29855429908b63264a9,bridge,4
5abd0b6b5542996e802b46b4,bridge,2
5a88d7fc5542993b751ca879,bridge,2
5ab850795542990e739ec8bd,bridge,9
5a85cd295542997175ce202b,bridge,9
5a875cd65542996e4f30879d,bridge,4
5a7790ed5542992a6e59defb,comparison,2
5ae3e2455542994393b9e78c,comparison,2
5a7716ee55429937353601cc,bridge,2
5ab9988b554299131ca4238e,bridge,8
5ae780a55542997b22f6a79f,bridge,2
5a8dd5f955429917b4a5bcc7,bridge,10
5abe9c1a5542993f32c2a183,bridge,3
5a8f73455542997ba9cb3269,bridge,5
5ae3789b5542992e3233c412,bridge,2
5abd68d655429933744ab7c0,comparison,2
5abdf7055542993f32c2a06c,bridge,6
5ae074aa5542993d6555eb54,comparison,2
5ab8524f5542990e739ec8c4,bridge,2
5ae76c625542997ec272763e,bridge,3
5a89e0ec5542992e4fca8427,bridge,3
5a8ec3205542995a26add506,comparison,2
5ae3263455429928c4239634,bridge,2
5ac300905542996773102682,bridge,4
5a8a2d2155429930ff3c0cdc,bridge,2
5a7eb9f355429934daa2fc53,bridge,5
5a7d2b2b5542995ed0d1661b,bridge,4
5a83438955429966c78a6b61,bridge,2
5add26075542994ed6169c9c,bridge,3
5ac41ca75542991943173919,bridge,4
5ab56200554299494045ef88,bridge,2
5a8e2ba05542995085b373b8,comparison,3
5a8a12ae5542992d82986e92,bridge,2
5a879ba55542993e715abfc3,comparison,2
5a79a26d554299029c4b5f63,bridge,2
5abbd3b4554299642a094b4f,bridge,3
5ab615cf554299488d4d9aa3,bridge,2
5ae4932855429970de88d9b8,bridge,4
5addd6045542997dc7907049,bridge,2
5a81d1f0554299676cceb0ee,bridge,5
5abfb3425542990832d3a1c0,bridge,5
5a75e29f5542992d0ec0600c,bridge,2
5adfffe755429925eb1afbd1,bridge,5
5ae1e22a5542997f29b3c160,bridge,2
5a8fb5905542997ba9cb32f6,bridge,6
5abeb3525542993fe9a41d03,bridge,2
5a74c6a655429974ef308c5d,bridge,2
5ab83bd055429919ba4e2279,bridge,2
5abe03635542991f661060a5,bridge,2
5adc83c65542994d58a2f623,bridge,2
5ac34fdb554299741d48a24a,bridge,2
5adbe1c5554299438c868cc4,comparison,2
5a80522b5542996402f6a4c1,bridge,2
5a8b7cb95542995d1e6f13bb,bridge,10
5a7a68d25542996c55b2dd98,bridge,2
5a81329655429926c1cdad0c,bridge,9
5aba14195542994dbf0198a9,bridge,2
5ae142c455429920d5234355,bridge,7
5ac2a55b55429921a00ab018,bridge,7
5ab3010455429976abd1bc15,comparison,2
5adfed45554299603e4183c5,comparison,2
5a747a9a55429929fddd8444,comparison,2
5ab42b905542992339550040,bridge,2
5ac45cfd554299076e296db5,bridge,2
5a7cf59b55429909bec768c7,comparison,2
5ae3d0bb5542990afbd1e1e5,comparison,2
5a8a416955429930ff3c0d2b,bridge,4
5a83bfc8554299123d8c21a1,bridge,2
5a7747e15542994aec3b7266,bridge,2
5aba926f55429901930fa83e,bridge,6
5a85fb085542994775f606de,bridge,10
5ac245015542992f1f2b3829,bridge,3
5abe0e4e55429976d4830a62,bridge,8
5a760ab65542994ccc918697,bridge,3
5ae077735542993d6555eb6d,bridge,2
5a7e60a855429949594199ae,bridge,2
5ac3d667554299076e296ca5,comparison,2
5ac19ff35542991316484b61,comparison,2
5ab2ce27554299545a2cfa98,bridge,5
5ae1f8235542997f29b3c1cf,bridge,6
5ab9e2055542994dbf019884,comparison,2
5ade90aa554299728e26c733,bridge,2
5a884adb5542996e4f308938,comparison,2
5adde3a45542997545bbbdc2,comparison,2
5abc7bf5554299114383a129,comparison,2
5a8f91c755429918e830d26c,bridge,2
5ac3b4e0554299741d48a2ec,comparison,2
5a75357c5542996c70cfaeab,bridge,2
5ab4378f5542991751b4d6f3,comparison,2
5ae7ed17554299540e5a56a3,bridge,2
5ac249bd55429951e9e68528,bridge,2
5a7b7ff75542995eb53be93d,comparison,2
5a88f7855542993b751ca8da,bridge,2
5ab91ef3554299753720f708,bridge,2
5a77388e55429966f1a36cb1,bridge,6
5a7283355542991f9a20c4b1,bridge,5
5a78abbc554299148911f90c,bridge,2
5a7a455c5542994f819ef1a7,comparison,2
5a7f53445542992097ad2f15,bridge,10
5abdd8d95542991f6610606a,bridge,2
5a83c3275542996488c2e4be,bridge,7
5a712beb5542994082a3e61c,bridge,4
5a793f505542994bb9456fd1,comparison,2
5ae7eb3c5542994a481bbe20,bridge,4
5a8809d755429938390d3ed6,bridge,2
5ae73eca5542991e8301cc37,bridge,4
5a7329a15542991f9a20c65f,bridge,7
5a7265825542997f827839a3,bridge,2
5a7147fd5542994082a3e758,bridge,2
5abebb8f5542994516f4540a,bridge,2
5ae70ed7554299572ea546a1,bridge,2
5ae65e6a5542996d980e7b1d,bridge,4
5a7929c8554299029c4b5f11,comparison,3
5ab5895f554299637185c5c2,bridge,2
5ae532f85542990ba0bbb20a,bridge,4
5a84f8555542997175ce1f3a,bridge,4
5ae7257a554299572ea54731,bridge,2
5ae4903855429913cc2044a0,comparison,4
5ab209ec554299722f9b4ca2,bridge,5
5a758ce05542992db947367c,bridge,2
5add98985542990dbb2f7e82,bridge,10
5a82a91155429940e5e1a911,comparison,2
5a7b3f4d5542992d025e67bb,bridge,5
5ae10df355429920d52342ac,bridge,3
5a77121a5542994aec3b71db,comparison,2
5a90503755429916514e7470,bridge,2
5ae81b2755429952e35eaa1e,bridge,3
5adc760c5542994650320d11,bridge,2
5ab85a1155429934fafe6d7c,comparison,2
5ae67fad5542991bbc976100,bridge,9
5adff4a555429925eb1afb91,comparison,2
5ae527945542993aec5ec167,bridge,3
5a8a40015542996c9b8d5e72,bridge,3
5a8d64305542994ba4e3dc80,bridge,2
5a727a635542994cef4bc2c9,bridge,3
5a8789115542994846c1cd9a,bridge,2
5ac3165c5542995ef918c10a,bridge,6
5a724ba25542990c210a40c7,bridge,5
5ab5c31b554299488d4d9a19,bridge,2
5a74b66a55429929fddd84cb,comparison,3
5ae254565542992decbdccbb,bridge,3
5ae7281c5542991e8301cb69,bridge,3
5ae048a255429924de1b708e,bridge,8
5a7a36e65542990198eaf0ea,bridge,3
5ac1d4ad5542994d76dccef7,bridge,2
5a7cef6955429909bec768ad,bridge,3
5a7a47be5542994f819ef1b2,bridge,2
5ab5f249554299488d4d9a5d,bridge,5
5a8b6d885542997f31a41d25,bridge,3
5ab2d3c5554299295394687a,bridge,2
5a8bc3ac5542995e66a47501,bridge,2
5a8d50fb55429941ae14dfa2,bridge,2
5a7b2c9155429927d897bf51,comparison,2
5a88f9555542995153361214,bridge,8
5ac2dfac554299657fa290b3,bridge,2
5ae648b955429929b0807b1d,bridge,2
5a8a756555429970aeb702f2,bridge,4
5aba9813554299232ef4a357,comparison,2
5a7f1ad155429934daa2fce2,bridge,3
5ab94cca554299753720f7dd,bridge,2
5a85e57a5542994c784ddbb1,bridge,2
5ae0968955429924de1b7105,bridge,2
5ac3a0db554299391541383a,bridge,5
5a881cbb55429938390d3ee7,bridge,6
5abea9a35542990832d3a07e,bridge,2
5a8fb65d5542997ba9cb32fa,bridge,2
5abbd4425542993f40c73bcc,bridge,5
5a7e02e05542995ed0d1667c,comparison,2
5ac002705542996f0d89cb05,comparison,2
5a747a3755429974ef308c09,comparison,2
5a716dc15542994082a3e82b,bridge,2
5a8642045542991e771815e2,bridge,2
5ab828f25542992aa3b8c8a3,bridge,4
5adfd2f255429925eb1afaa5,bridge,4
5aba5d2e55429901930fa799,bridge,2
5ac3caa15542995ef918c23a,bridge,6
5ab68a71554299710c8d1ec2,comparison,2
5ae748d1554299572ea547b0,bridge,2
5ae77c245542997b22f6a795,bridge,3
5ab40e1c5542996a3a969f00,bridge,2
5ab4c8735542996a3a969fcb,bridge,5
5ae40d405542996836b02c28,bridge,9
5ade03c65542990dbb2f7f2e,bridge,4
5ae53b545542990ba0bbb23c,bridge,9
5a7c6e435542996dd594b933,bridge,3
5a8c4ebf554299585d9e365d,bridge,4
5a8dafbd554299068b959da0,bridge,4
5a845d735542996488c2e52e,bridge,2
5aba9db7554299232ef4a361,bridge,10
5a79258a55429974737f79a8,bridge,3
5a86ed6155429960ec39b6d9,bridge,4
5a78f35455429970f5fffded,bridge,2
5ae0111e55429906c02daabc,bridge,2
5a7633ad5542992db9473741,comparison,2
5aba7d8655429901930fa7ec,bridge,8
5a7571095542992d0ec05f97,bridge,3
5a7fa1b05542994857a7678e,bridge,2
5a85ebe75542996432c5712a,comparison,2
5adf33b35542993a75d26420,bridge,6
5a8a495055429930ff3c0d6a,bridge,2
5abaee845542996606241696,bridge,7
5a900b575542995b44242099,comparison,2
5a86eee85542994775f60787,bridge,4
5ab8f3235542991b5579f084,bridge,10
5ae1801955429901ffe4aec4,bridge,3
5a8a77fd55429930ff3c0de3,bridge,6
5ab5c6e55542997d4ad1f1db,bridge,2
5a8c2d23554299240d9c20b7,bridge,6
5a7324e055429901807daf8f,bridge,2
5abe36aa5542993f32c2a08f,comparison,2
5ae07e5b55429945ae959381,bridge,3
5a8a09765542992d82986e67,bridge,4
5abcef9e55429959677d6b52,bridge,2
5a8cac04554299240d9c21ce,bridge,2
5a876a4a5542993e715abf30,bridge,3
5ae0818e55429924de1b70e9,bridge,4
5ab720685542993667793f44,bridge,2
5ac120c55542992a796dedfc,bridge,2
5a7c75045542990527d554b2,comparison,2
5a773c5c55429966f1a36cbb,bridge,4
5ae690b055429908198fa622,bridge,4
5a7f22005542993067513657,bridge,3
5ae60ea9554299546bf8304e,bridge,5
5a7c8e7955429935c91b521a,bridge,2
5a7905f555429974737f7947,bridge,3
5a7f3d9b5542992e7d278cb8,bridge,5
5abd830455429924427fd033,bridge,2
5a8d4cf35542994ba4e3dc5f,bridge,8
5adbf3fa554299438c868ce0,bridge,4
5add1d435542990d50227de8,bridge,8
5a7a01b15542996c55b2dcd1,comparison,2
5a7630105542992d0ec0605a,bridge,5
5a7c00a55542996dd594b87e,bridge,5
5a86f94a5542991e7718169e,bridge,2
5addfdf65542992200553bd2,bridge,2
5a7a3d435542996a35c17154,bridge,10
5a71674f5542994082a3e819,bridge,8
5a7bae775542995eb53be995,comparison,2
5add13b15542994ed6169c65,bridge,3
5a8fa4a5554299458435d6a3,bridge,2
5a7cf4e355429907fabef062,bridge,3
5a8e07b25542995085b3738d,bridge,2
5ae2138c5542997283cd23b7,comparison,2
5ae234e85542994d89d5b395,bridge,7
5a87100655429960ec39b71e,bridge,3
5ae04ea555429924de1b709e,bridge,8
5a81d54a55429903bc27b9d4,comparison,4
5abefa5b5542997ec76fd3a3,bridge,7
5ab524595542996a3a96a034,bridge,2
5a7499eb55429929fddd8470,bridge,3
5a7647505542992d0ec06089,comparison,2
5a8eed625542995085b374b9,bridge,5
5ae535bc55429960a22e0260,bridge,3
5a8b3c5b55429971feec4684,comparison,2
5a7c66d555429935c91b518f,comparison,2
5ac29aa655429967731025b2,bridge,3
5a7b1c0a55429931da12c9c9,bridge,4
5a77d31c55429967ab1052c0,bridge,9
5ac538025542996feb3fea41,bridge,3
5a74cfed5542993748c896ea,comparison,2
5a7a1e635542990783324e69,bridge,4
5ac5199a5542994611c8b38a,comparison,2
5a8a1aea5542992e4fca8508,comparison,2
5a87d8355542993e715abfe4,bridge,2
5ae07ddb55429945ae95937b,comparison,2
5a8aff3d55429971feec45df,bridge,5
5ab874ba5542990e739ec904,bridge,2
5a8e0a005542995085b373a1,bridge,5
5a8777395542996e4f3087f3,bridge,7
5abbcfaf5542993f40c73ba9,bridge,8
5ae5a0765542992663a4f1fb,bridge,3
5a752fb75542993748c897df,bridge,9
5abd12bb55429933744ab703,bridge,3
5ac4f2e755429924173fb503,bridge,3
5abc0dfe55429959677d6a05,bridge,5
5aded04755429975fa854fa7,bridge,3
5a8d51355542994ba4e3dc6b,bridge,2
5adf5c175542995ec70e8fd0,bridge,3
5a776a7055429966f1a36d32,bridge,2
5a7af4cd55429931da12c9a6,bridge,7
5adddccd5542997dc7907069,bridge,7
5a70f9335542994082a3e46a,comparison,2
5a88d7875542993b751ca876,bridge,10
5ac1767a5542994d76dcce48,bridge,4
5a90945755429933b8a2056c,bridge,4
5ae504a855429908b63264df,comparison,4
5a85b2d95542997b5ce40028,bridge,2
5ab6e8e6554299710c8d1faf,bridge,3
5a79c7ac5542994bb9457097,bridge,3
5abbf7d755429931dba145eb,bridge,4
5ae7b6055542993210983f00,bridge,2
5abe19895542991f661060c2,comparison,2
5ae09a6b55429924de1b710d,bridge,2
5a826d2f5542995ce29dcd05,bridge,2
5abf63f15542997ec76fd3ea,bridge,8
5ae1e80b5542997f29b3c197,bridge,9
5ae8189655429952e35eaa11,bridge,2
5a87081755429960ec39b6fe,bridge,2
5a8c78a8554299585d9e36bc,bridge,2
5adec7925542995534e8c70d,bridge,5
5a7ced4355429909bec76895,comparison,2
5ae06ee755429945ae959352,bridge,6
5adea0c5554299728e26c776,comparison,2
5a8bc1565542996e8ac88a0c,bridge,7
5ae383e15542992f92d822fb,comparison,3
5ab82fe155429919ba4e225a,bridge,9
5ac3d2ac554299741d48a330,comparison,2
5a81b43d5542995ce29dcc39,bridge,7
5abe18e055429976d4830a74,bridge,6
5a773ec45542994aec3b7245,comparison,2
5adebc51554299728e26c799,bridge,9
5a8209845542990a1d231f1f,bridge,2
5a7fc21455429969796c1b4b,bridge,2
5abc17555542993a06baf858,bridge,9
5a739b1955429978a71e9044,bridge,2
5abb30755542996cc5e49fd8,bridge,2
5ae0bf3a55429906c02dab21,bridge,2
5abd6cb955429933744ab7cd,bridge,2
5adc3d7455429944faac248a,bridge,5
5abccf6755429965836004ab,bridge,3
5aba9d7955429901930fa85f,bridge,2
5a7cf29255429909bec768b8,bridge,3
5abae3205542996cc5e49edc,bridge,6
5ac1b1345542994ab5c67dd0,bridge,3
5a7732dc55429972597f149b,bridge,5
5a90d25655429916514e7585,bridge,3
5abee70a5542994516f45476,bridge,8
5a8db788554299653c1aa145,bridge,2
5ae791cf55429952e35ea978,bridge,2
5ab529b8554299637185c4e7,bridge,4
5a80297f5542992e7d278e08,comparison,2
5a84524a554299123d8c2203,bridge,2
5ab746c8554299110f219aef,comparison,3
5a7b782455429927d897bfd7,bridge,2
5ae497595542995ad6573db7,comparison,2
5a75140b5542996c70cfae87,bridge,7
5ae55dda5542992663a4f1e9,bridge,2
5a86038455429960ec39b600,bridge,2
5ae601e45542992663a4f23b,bridge,5
5a80b52f554299485f5986d6,bridge,2
5ac283f7554299677310254a,comparison,2
