setting,mode,qid,level,qtype,question,gold_answer,gold_ids,retrieved_ids,prediction,raw_generation,parsed_ok,prompt_tokens,decode_tokens,n_paragraphs
kv_hqq_n4_g32_r512,explain,5a7fa5b05542994857a7679b,hard,bridge,"In addition to the individual born on August 21, who else wrote He's The Great Imposter?",Sharon Sheeley,4 9,9 7 4 8 0,Jackie DeShannon,"Sentence 1: [2] Tatiana Troyanos was an American mezzo-soprano remembered as ""one of the defining singers of her generation"".
Sentence 2: [3] Jackie DeShannon is best known as the singer of ""What the World Needs Now Is Love"" and ""Put a Little Love in Your Heart"", and as the composer of ""When You Walk in the Room"" and ""Bette Davis Eyes"", which were hits for The Searchers and Kim Carnes, respectively.
Chain of reasoning: Both Jackie DeShannon and Tatiana Troyanos were born on August 21, and they are mentioned in the context.
Answer: Jackie DeShannon",1,1053,138,10
kv_hqq_n4_g32_r512,explain,5a7df1095542990b8f503afe,hard,comparison,Who was born first out of Thomas Carr and Joyce Wieland?,Thomas Carr,3 6,6 3 1 9 0,"June 30, 1930","Sentence 1: Joyce Wieland was born on June 30, 1930.
Sentence 2: Thomas Carr was born on July 4, 1907.
Chain of reasoning: Joyce Wieland was born earlier than Thomas Carr based on their respective dates of birth provided in the passages.
Answer: June 30, 1930",1,423,79,10
kv_hqq_n4_g32_r512,explain,5a74b4dc55429979e2882a00,hard,bridge,Which former lead guitarist has a solo album named two disc compilation album?,Ted Nugent,3 4,5 0 7 1 9,Bucky Pizzarelli,"Sentence 1: Solos and Duets is a two-disc compilation album by Bucky Pizzarelli and John Pizzarelli, but disc one is actually disc two and vice versa.
Sentence 2: This information directly answers the question about a solo album being a two-disc compilation album.
Answer: Bucky Pizzarelli",1,630,66,10
kv_hqq_n4_g32_r512,explain,5a77c58b55429967ab105281,hard,comparison,"Who is still alive today, Franklin Adreon or Ryan Gosling?","Franklin ""Pete"" Adreon",4 9,4 9 5 2 8,Ryan Gosling,"Sentence 1: Passage [1] states that Franklin Adreon died on September 10, 1979. Passage [2] states that Ryan Gosling was born on November 12, 1980.
Chain of reasoning: Franklin Adreon passed away in 1979, while Ryan Gosling was born in 1980, indicating that Ryan Gosling is still alive today.
Answer: Ryan Gosling",1,704,93,10
kv_hqq_n4_g32_r512,explain,5abe407155429976d4830ab4,hard,comparison,Are Joe Orton and Bernard-Marie Koltès both playwrights ?,yes,0 8,0 8 2 3 9,Yes,"Sentence 1: [1] states that Bernard-Marie Koltès was a French playwright.
Sentence 2: [2] states that Joe Orton was an English playwright.
Sentence 3: Both passages mention them as playwrights.
Answer: Yes",1,843,52,10
kv_hqq_n4_g32_r512,explain,5a8e42d15542995a26add4a6,hard,comparison,"Zhangye and Nan'an, Fujian are both located where?",People's Republic of China,7 9,7 9 3 0 1,Fujian,"[1] Nan'an, Fujian. is a county-level city of southern Fujian province, People's Republic of China.
[2] Zhangye. is a prefecture-level city in central Gansu Province in the People's Republic of China.
Connecting these useful passages:
Both Zhangye and Nan'an are located in different provinces of China, with Nan'an in Fujian province and Zhangye in Gansu province.
Answer: Fujian",1,637,91,10
kv_hqq_n4_g32_r512,explain,5a8888e35542997e5c09a5f6,hard,bridge,In what town is the university which the Bryant Bulldogs represent?,"Smithfield, Rhode Island",4 8,0 9 4 8 2,"Smithfield, Rhode Island","Sentence 1: The Bryant Bulldogs are the athletic teams representing Bryant University in Smithfield, Rhode Island.
Answer: Smithfield, Rhode Island",1,573,28,10
kv_hqq_n4_g32_r512,explain,5a77ddb855429967ab1052d8,hard,bridge,"The True Colors World Tour was by what artist whose debut album was ""She's So Unusual""?","Cynthia Ann Stephanie ""Cyndi"" Lauper",0 4,0 4 6 9 7,Cyndi Lauper,"Sentence 1: Passage [1] states that Cyndi Lauper is an American singer, songwriter, actress and LGBT rights activist.
Sentence 2: Passage [2] mentions that the True Colors World Tour was a concert tour by Cyndi Lauper in 1986-87.
Connecting these passages: Since Cyndi Lauper organized the True Colors World Tour and her debut album was ""She's So Unusual"", the answer can be found.
Answer: Cyndi Lauper",1,808,104,10
kv_hqq_n4_g32_r512,explain,5a832fdd55429954d2e2ec4f,hard,bridge,Who founded O Magazine that contained Elissa Schappell's second book of fiction?,Oprah Winfrey and Hearst Communications,1 7,7 1 2 4 3,Oprah Winfrey,"[2] states that O, The Oprah Magazine was founded by Oprah Winfrey and Hearst Communications. This passage does not directly mention Elissa Schappell or her second book.
[1] mentions that Elissa Schappell wrote ""Blueprints for Building Better Girls"", which was published by Simon & Schuster in 2011 and was chosen as a ""Best Book of the Year"" by various publications. However, it does not provide information about the founding of O Magazine.
Connecting the useful passages:
While [2] provides information about O Magazine, it does not mention Elissa Schappell or her second book. [1] discusses Schappell's work but does not address the founding of O Magazine.
Answer: Oprah Winfrey",1,686,153,10
kv_hqq_n4_g32_r512,explain,5a7dbf4e5542990b8f503a68,hard,bridge,"The actress known for her role in ""Lost in Translation"" also appears in Untitled Avenger film with which male actor who plays the character Thor?",Chris Hemsworth,6 8,6 8 1 9 5,Stellan Skarsgård,"Sentence 1: [1] states Scarlett Johansson is an actress who appeared in ""Lost in Translation"" and will appear in the Untitled Avengers film.
Sentence 2: [3] mentions Stellan Skarsgård portrays Thor in the MCU films.
Connecting: Scarlett Johansson, who played in ""Lost in Translation"", will appear in the Untitled Avengers film alongside Stellan Skarsgård, who plays Thor.
Answer: Stellan Skarsgård",1,1090,98,10
kv_hqq_n4_g32_r512,explain,5a862c38554299211dda2a9a,hard,bridge,What is the war that No. 22 Squadron RAAF followed as far as the Philippines sometimes called?,the Asia-Pacific War,7 8,7 5 4 8 9,Asia-Pacific War,"Sentence 1: No. 22 Squadron RAAF. No. 22 (City of Sydney) Squadron is a Royal Australian Air Force (RAAF) mixed Permanent and Reserve squadron that provides support for the RAAF in the Sydney region.
Sentence 2: Formeded in 1936, the squadron served in Papua New Guinea during the Second World War, and later followed the Pacific War as far as the Philippines.
Sentence 3: The Pacific War, sometimes called the Asia-Pacific War, was the theater of World War II that was fought in the Pacific and East Asia.
Connection: No. 22 Squadron RAAF served in the Pacific War which was sometimes called the Asia-Pacific War.
Answer: Asia-Pacific War",1,776,150,10
kv_hqq_n4_g32_r512,explain,5a7509175542993748c897a3,hard,bridge,What group of Elektra Records recording artists are known to be an indie pop band?,Saint Motel,0 3,4 9 7 5 3,Fitz and The Tantrumss,"[3] Fitz and The Tantrums is described as an indie pop and neo soul band.
This helps answer the question.
Connecting the useful passages:
Fitz and The Tantrumss are known to be an indie pop band and signed to Elektra Records.
Answer: Fitz and The Tantrumss",1,922,64,10
kv_hqq_n4_g32_r512,explain,5adc6c4c5542994650320ce0,hard,comparison,"Which plant has more species, Hydrangea or Abrus?",Hydrangea,1 6,6 1 2 9 5,70-75,"[1] states there are 13-18 species in Abrus, while [2] mentions there are 70-75 species in Hydrangea.
Connecting these, we see Hydrangea has a greater number of species than Abrus.
Answer: 70-75",1,563,64,10
kv_hqq_n4_g32_r512,explain,5ae3e59a5542994393b9e79e,hard,bridge,Bride of the Regiment was later remade into a 1948 film starring the actress and pin-up girl who was the highest-salaried American woman in which two years?,1946 and 1947,0 8,8 7 3 6 0,1946 and 1947,"Sentence 1: [1] states that Betty Grable was the highest-salaried American woman in 1946 and 1947.
Sentence 2: [5] mentions that Bride of the Regiment was remade into a 1948 film starring Betty Grable.
Connecting: Answer: 1946 and 1947",1,668,77,10
kv_hqq_n4_g32_r512,explain,5ae0ba15554299603e41844d,hard,comparison,"What plant has about 40 species native to Asia, Manglietia or Abronia?",Manglietia,1 5,1 5 6 3 9,Manglietia,"[1] states that Abronia is a genus of about 20 species.
[2] states that Manglietia is a genus of about 40 species native to Asia.
Connecting the useful passages:
Since [1] tells us Abronia has about 20 species and [2] specifies Manglietia has about 40 species native to Asia, we can conclude that Manglietia has more species than Abronia.
Answer: Manglietia",1,468,98,10
kv_hqq_n4_g32_r512,explain,5adecc7755429975fa854f9d,hard,bridge,"What WikiLeaks using whistleblower is notable for having a hacking organization with a user base of over 1,800,000?",Jeremy Hammond,7 8,4 7 8 1 2,Jeremy Hammond,"Sentence 1: [1] Sigurdur Thordarson was involved with WikiLeaks and was arrested for stealing and leaking classified information.
Sentence 2: [2] HackThisSite.org, commonly referred to as HTS, is an online hacking and security website founded by Jeremy Hammond, with the site being maintained by a members of the community after his departure.
Connection: Sigurdur Thordarson, a WikiLeaks whistleblower, was associated with the hacking organization HTS which had a user base of over 1,800,000.
Answer: Jeremy Hammond",1,948,118,10
kv_hqq_n4_g32_r512,explain,5ab30d1155429976abd1bc3d,hard,bridge,Who was the leading actor of the Christmas movie that Rebecca Forstadt did background voices for?,Tim Allen,1 5,5 1 0 6 4,John Schneider,"[4] states that Mary Christmas was a 2002 American Christmas movie starring John Schneider. [4] mentions that the movie incorporated a little extra magic with ""governor"" Les Turner whom Felice thinks is Santa Claus. No specific leading actor is mentioned for the movie.
Connecting the useful passages:
John Schneider starred in Mary Christmas, a 2002 Christmas movie where Rebecca Forstadt provided background voices.
Answer: John Schneider",1,1258,91,10
kv_hqq_n4_g32_r512,explain,5ae819ac55429952e35eaa16,hard,bridge,"What station broadcast the episode ""Marry Me a Little, Marry Me a Little More"" , of the series created by Max Mutchnick and David Kohan?",National Broadcasting Company,2 9,1 0 2 9 7,NBC,"[1] states that David Kohan and Max Mutchnick co-created ""Will & Grace"", ""Boston Common"", etc.
[2] mentions Boston Common was on NBC from 1996 to 1997
[3] confirms Will & Grace was on NBC from 1998 to 2006
[4] is about a specific episode of Will & Grace
[5] states Four Kings was introduced as part of NBC's winter 2006 programming
[4] tells us ""Marry Me a Little, Marry Me a Little More"" was an episode of Will & Grace
Connecting the useful passages:
Since ""Marry Me a Little, Marry Me a Little More"" is mentioned in [4] as an episode of ""Will & Grace"" and ""Will & Grace"" was broadcast on NBC, we can conclude that NBC broadcast this episode.
Answer: NBC",1,739,190,10
kv_hqq_n4_g32_r512,explain,5a7543d555429916b01642ce,hard,bridge,"Who was born more recently, Flula Borg, or Dirk Nowitzki?",Flula Borg,0 4,4 0 3 7 5,"March 28, 1982","[1] states that Flula Borg was born on March 28, 1982. [2] indicates Dirk Nowitzki was born on June 19, 1978.
[1] provides the birth date of Flula Borg, which is more recent than the birth date of Dirk Nowitzki given in [2].
Answer: March 28, 1982",1,692,86,10
kv_hqq_n4_g32_r512,explain,5ac170af5542994d76dcce20,hard,comparison,"Which of the singers has more things to be known for, Greg Puciato or Syd Barrett?","Gregory John ""Greg"" Puciato",6 9,6 9 5 8 7,Greg Puciato,"[1] states that Greg Puciato is known for his reckless live performances, wide vocal range, and outspoken views.
[2] mentions Syd Barrett as an English musician, composer, singer-songwriter, and painter, best known as a founder member of Pink Floyd.
Answer: Greg Puciato",1,649,62,10
kv_hqq_n4_g32_r512,explain,5abd0803554299700f9d7979,hard,bridge,"Caprice No. 5 was composed by what Italian violinist, guitarist, and composer, who was the most celebrated violin virtuoso of his time?",Niccolò (or Nicolò) Paganini,3 5,5 3 4 0 8,Niccolò Paganini,"Sentence 1: Niccolò Paganini was an Italian violinist, violist, guitarist, and composer who was the most celebrated violin virtuoso of his time.
Sentence 2: Caprice No. 5 is one of 24 pieces composed by Niccolò Paganini in the early 19th century.
Chain of reasoning: Niccolò Paganini was identified as the Italian violinist, guitarist, and composer who was the most celebrated violin virtuoso of his time based on Passage [1]. This information is then used to connect with Passage [2], which specifies that Caprice No. 5 was one of Paganini's compositions.
Answer: Niccolò Paganini",1,846,148,10
kv_hqq_n4_g32_r512,explain,5a8488f45542992a431d1a47,hard,bridge,"Who wrote The Devils, and was an eninent English theater, opera and film director?",Peter Hall,4 7,4 7 1 5 2,Sir Peter Hall,"[1] states that John Whiting wrote The Devils, which was commissioned by Sir Peter Hall for the Royal Shakespeare Company and based on Aldous Huxley's book, ""The Devils of Loudun"".
[2] provides information about Sir Peter Hall, stating he was an eminent English theatre, opera and film director who was declared ""the most important figure in British theatre for half a century"" upon his death.
Connecting the useful passages:
John Whiting wrote The Devils, as stated in Passage [1]. Sir Peter Hall, mentioned in Passage [2], was described as an eminent English theatre, opera and film director.
Answer: Sir Peter Hall",1,616,131,10
kv_hqq_n4_g32_r512,explain,5ab762fb55429928e1fe3857,hard,bridge,The rifle cartridge created by the Swedish was also shared by which other nation?,Norway,2 5,5 0 6 1 8,Norway,"[1] states that the 6.5×55mm was developed for use in the new service rifles for the United Kingdom of Sweden and Norway. Sweden adopted a Mauser rifle design.
Connecting the useful passages:
Since Sweden adopted the 6.5×55mm Mauser rifle, and Norway adopted the Krag–Jørgensen rifle, we can infer that the 6.5×55mm cartridge was shared between Sweden and Norway.
Answer: Norway",1,1064,98,10
kv_hqq_n4_g32_r512,explain,5a8f54215542992414482a54,hard,bridge,"What generation is the BMW series, that is optional on the xDrive that begun in 2005, on?",seventh generation,2 6,2 5 1 9 6,second,"[1] states that xDrive is optional on various models including the 5 Series (2005–present).
[2] provides information about the X5, which began in 2005 and features xDrive.
Connecting these useful passages:
[1] mentions the 5 Series as a model that can have xDrive, while [2] discusses the X5, which debuted in 2005 and includes xDrive.
Answer: second",1,648,95,10
kv_hqq_n4_g32_r512,explain,5a89d26b5542992e4fca83d1,hard,bridge,Leo A. Harris was also known for his handshake deal with Walt Disney that permitted the University of Oregon to use the likeness of what cartoon character created in 1934 at Walt Disney Productions?,Donald Duck,5 7,5 3 7 8 1,Donald Duck,"Sentence 1: Leo Harris was known for his handshake deal with Walt Disney that allowed the University of Oregon to use Donald Duck as its mascot.
Sentence 2: Donald Duck was created in 1934 at Walt Disney Productions.
Answer: Donald Duck",1,839,52,10
kv_hqq_n4_g32_r512,explain,5ac4a7615542996feb3fe92a,hard,bridge,"Dulce Maria García Rivas took part in a ""Mask vs. Hair"" match with which female wrestler at Guerra de Titanes?",Faby Apache,6 7,7 6 5 3 4,Faby Apache,"Sentence 1: [1] states Dulce Maria García Rivas is a Mexican luchadora and professional wrestler.
Sentence 2: [2] mentions a ""Mask vs. Hair"" match between Faby Apache and Sexy Star at Guerra de Titanes (2009).
Connecting: Therefore, based on [2], Dulce Maria García Rivas took part in a ""Mask vs. Hair"" match with Faby Apache at Guerra de Titanes (2009).
Answer: Faby Apache",1,915,106,10
kv_hqq_n4_g32_r512,explain,5a7eb22655429930675135cb,hard,bridge,Which current CBS NBA analyst played for the PORTLAND TRAILBLazers along with former UNLV teammate Stacey Augmon?,Greg Anthony,0 3,4 3 8 2 5,Jim Jackson,"[1] states that Rasheed Wallace was traded from Washington Bullets to Portland Trail Blazers for Stacey Augmon at midseason.
[2] mentions Stacey Augmon and Greg Anthony reunited with former UNLV teammate Jim Jackson during the 1998-99 season.
Connecting the useful passages:
Rasheed Wallace was traded to Portland Trail Blazers along with Stacey Augmon in the 1996-97 season.
Answer: Jim Jackson",1,1125,95,10
kv_hqq_n4_g32_r512,explain,5abd09585542996e802b469b,hard,bridge,What year did the musical premiere that was based on the 2007 Irish romantic musical film of the same name?,2011,1 7,7 4 1 6 8,2011,"Sentence 1: [1] states that Once is a 2007 Irish romantic musical film written and directed by John Carney.
Sentence 2: [3] mentions Once is a musical based on the 2007 film of the same name by John Carney.
Sentence 3: [3] states that the musical premiered at the New York Theatre Workshop in 2011.
Answer: 2011",1,711,91,10
kv_hqq_n4_g32_r512,explain,5a8babf05542996e8ac8899e,hard,comparison,"Whose native growing land is more south, Beech or Daviesia?",Daviesia,1 2,1 2 5 7 9,North America,"[1] states that Daviesia is native to Australia. [2] provides information about Beech, noting it is native to temperate Europe, Asia, and North America. Therefore, Beech's native range is more southerly than Daviesia's.
Answer: North America",1,1051,57,10
kv_hqq_n4_g32_r512,explain,5a7f010955429934daa2fc8b,hard,comparison,Were Basil Dean and Francis Ford Coppola both alive at some point in time?,yes,0 6,6 0 1 4 2,no,"Sentence 1: Passage 1 states that Francis Ford Coppola was born in 1939 and is a semi-retired American film director.
Sentence 2: Passage 2 mentions Basil Herbert Dean, who died in 1978.
Connecting these: Since Francis Ford Coppola was born after Basil Dean died, they could not have been alive simultaneously.
Answer: no",1,532,78,10
kv_hqq_n4_g32_r512,explain,5a7a230e5542996a35c170ee,hard,bridge,"What year was the film that starred the composer for ""The Naked Brothers Band""?",2014,3 5,5 0 9 7 2,2009,"Sentence 1: [1] states that Nat Wolff composed the music for ""The Naked Brothers Band"" (2007-09).
Sentence 2: [3] mentions ""The Premiere"" (2009) as a TV movie featuring the band.
Connecting: The film that starred the composer for ""The Naked Brothers Band"" was ""The Premiere"" which aired in 2009.
Answer: 2009",1,762,92,10
kv_hqq_n4_g32_r512,explain,5ae365205542990afbd1e12d,hard,bridge,"Who is the creator of the animated television series that its fourteenth episode of season three's title is ""Time Keeps on Slippin""?",Matt Groening,0 5,5 3 7 0 1,Matt Groening,"[1] states that ""Time Keeps On Slippin"" is the fourteenth episode in season three of ""Futurama"". [4] provides that ""Futurama"" was created by Matt Groening.
Answer: Matt Groening",1,673,51,10
kv_hqq_n4_g32_r512,explain,5ae7936d5542997ec27276a7,hard,bridge,"How many times was the writer, who invited Hu Lanqi to meet him in Moscow, a nominee for the Nobel Prize in Literature ?",a five-time nominee,6 7,7 6 3 4 8,5,"[4] states that the Nobel Prize in Literature is awarded annually to an author from any country who has produced ""in the field of literature the most outstanding work in an ideal direction"".
[5] mentions that the Nobel Prize in Literature was awarded since 1901 and that the first laureate, Sully Prudhomme, was a nominee for the Nobel Prize in Literature.
Answer: 5",1,1201,82,10
kv_hqq_n4_g32_r512,explain,5a79f6ca554299029c4b5f90,hard,bridge,"What Danish eurodance group had a single called ""Barbie Girl"" which resulted in a lawsuit in 2002?",Aqua,2 7,2 0 1 7 8,Aqua,"Sentence 1: [1] states that Aqua is a Danish eurodance group best known for their 1997 breakthrough single ""Barbie Girl"".
Sentence 2: [4] mentions Mattel, Inc. v. MCA Records, 296 F.3d 894 (9th Cir. 2002) was a series of lawsuits between Mattel and MCA Records resulting from the 1997 Aqua song ""Barbie Girl"".
Connecting the useful passages: This information from passage [1] identifies Aqua as the Danish eurodance group featuring ""Barbie Girl"", while passage [4] confirms the lawsuit involving this song.
Answer: Aqua",1,804,142,10
kv_hqq_n4_g32_r512,explain,5adc53f75542996e6852530a,hard,comparison,Are both Cypress and Ajuga genera?,no,2 9,2 9 7 8 3,yes,"[1] Ajuga is described as a genus of 40 species annual and perennial herbaceous flowering plants in the mint family Lamiaceae.
[2] Cypress is described as a conifer tree or shrub of northern temperate regions belonging to the family Cupressaceae.
[3] No mention of genera is made in [3].
[4] Ajugeae is mentioned as a tribe containing the genera Ajuga, Cymaria, Garretia, Holocheila, and Acrymia.
[5] Cupressus is mentioned as one of several genera within the family Cupressaceae that have the common name cypress.
Connecting the useful passages:
Ajugeae is a tribe containing the genera Ajuga, Cymaria, Garrettia, Holocheila, and Acrymia (from [4]).
From [5], we learn that Cupressus is a genus within the family Cupressaceae.
Answer: yes",1,497,197,10
kv_hqq_n4_g32_r512,explain,5a81736255429903bc27b96e,hard,bridge,"What is the formal name for the sporting facility located in Coos County, New Hampshire?",Nansen Ski Jump,0 9,3 9 5 0 1,Nansen Ski Jump,"Sentence 1: Lancaster is a town in Coos County, New Hampshire, United States, on the Connecticut River.
Sentence 2: Lancaster, which includes the villages of Grange and South Lancaster, is home to Weeks State Park and the Lancaster Fair.
Sentence 3: Nansen Ski Jump, also known as The Big Nansen and The Sleeping Giant, is a ski jump located along Route 16 in Milan, New Hampshire.
Chain of Reasoning:
Nansen Ski Jump is located in Milan, New Hampshire, and is also known by other names. Since Milan is in Coos County, New Hampshire, we can infer that the formal name for the sporting facility in Coos County, New Hampshire, is Nansen Ski Jump.
Answer: Nansen Ski Jump",1,628,156,10
kv_hqq_n4_g32_r512,explain,5ac3adc35542995ef918c1e2,hard,comparison,"Which is in the pop genre, Capital Cities or Tweaker?",Capital Cities,2 7,2 7 6 1 4,indie pop,"Sentence 1: Capital Cities is an American indie pop duo.
Sentence 2: Tweaker is an American alternative rock collaboration.
Connection: Since Capital Cities is described as an indie pop duo and Tweaker is described as an alternative rock collaboration, we can conclude that Capital Cities is in the pop genre while Tweaker is not.
Answer: indie pop",1,708,70,10
kv_hqq_n4_g32_r512,explain,5ae1ab715542997f29b3c0f7,hard,bridge,"What ""Virtual Choir""-noted conductor has created works for the Austin-based ensemble Conspirare?",Eric Edward Whitacre,2 4,4 2 5 9 7,Eric Whitacre,"[2] states that Eric Whitacre is a Grammy-winning American composer, conductor, and speaker, known for his ""Virtual Choir"" projects. [3] mentions that Tarik O'Regan: Threshold of Night is the third release by Conspirare, and Tarik O'Regan is a conductor. Therefore, Eric Whitacre is the ""Virtual Choir""-noted conductor who has created works for Conspirare.
Answer: Eric Whitacre",1,1015,90,10
kv_hqq_n4_g32_r512,explain,5ae1d1a55542997f29b3c138,hard,bridge,"Which of the fighter in Battle of Gavinana was created in 1422, and came to an end when the Holy Roman Empire was wound up in 1806, as the result of the Napoleonic Wars?",Army of the Holy Roman,2 4,2 4 5 3 1,Army of the Holy Roman Empire,"[2] states that the Battle of Gavinana took place in 1530. [1] discusses the Army of the Holy Roman Empire, created in 1422 and ending in 1806. This information does not directly answer the question about the fighter from the Battle of Gavinana.
Connecting useful passages:
The Battle of Gavinana occurred in 1530, while the Army of the Holy Roman Empire was active from 1422 to 1806.
Answer: Army of the Holy Roman Empire",1,968,113,10
kv_hqq_n4_g32_r512,explain,5ab613985542992aa134a418,hard,bridge,What kind of material forms the wrapping for the chocolate candies that Hershey Kissables were shaped like?,aluminum foil,1 8,8 1 5 9 2,lightweight aluminum foil,"Sentence 1: Hershey Kissables were chocolate candies shaped like miniature Hershey's Kisses and were coated in a thick sugar shell.
Sentence 2: Sentence 2 does not directly address the material of the wrapping for Hershey Kissables candies.
Sentence 3: Hershey's Kisses are wrapped in squares of lightweight aluminum foil with a narrow strip of paper protruding from the top.
Sentence 4: Sentence 3 provides information about the wrapping material for Hershey's Kisses, which are similar to Hershey Kissables.
Connecting the useful passages into a chain of reasoning:
While Hershey Kissables were coated in a thick sugar shell, the passage about Hershey's Kisses provides information about their packaging, which includes aluminum foil.
Answer: lightweight aluminum foil",1,508,156,10
kv_hqq_n4_g32_r512,explain,5ab7ee895542995dae37e9f6,hard,bridge,What is the happiest town Sarasota county Florida?,Venice,3 8,1 8 2 3 5,Venice,"Sentence 1: [2] states that Venice, Florida is noted for its large snowbird population and was voted as a top 10 Happiest Seaside Towns by Coastal Living.
Answer: Venice",1,691,42,10
kv_hqq_n4_g32_r512,explain,5ac2680055429963665199a8,hard,bridge,What position did Ernest Newman hold at Her Majesty's Royal Palace and Fortress?,Chaplain,2 5,2 7 5 0 3,Chaplain to the Forces,"[1] states that Ernest Newman was ordained in 1885 and after a curacy at Reading Minster, he became a Chaplain to the Forces serving at the Tower of London and other locations. This passage does not directly answer the question about his position at Her Majesty's Royal Palace and Fortress.
Connecting the useful passages:
[1] mentions Newman's role as a Chaplain to the Forces, which aligns with his service at the Tower of London mentioned in the passage.
Answer: Chaplain to the Forces",1,1122,106,10
kv_hqq_n4_g32_r512,explain,5ac298f9554299657fa28fc9,hard,comparison,"Josey Scott and Ian Watkins were both promising musicians. Which of these talented men was incarcerated, impacting his career with a rock band?",Lostprophets disbanded in 2013 after Watkins was charged with sexual offences in late 2012.,2 9,2 9 1 5 8,Ian Watkins,"Sentence 1: [1] Ian Watkins (Lostprophets). Ian David Karslake Watkins (born 30 July 1977) is a Welsh singer, musician, and convicted sex offender.
Sentence 2: [1] In November 2013, he pleaded guilty to 13 charges, including the attempted rape and sexual assault of a child under 13; these offences were committed against the infant children of two women who were also convicted. He was subsequently jailed for 29 years and ordered to serve a further six years on extended licence.
Sentence 3: [2] Josey Scott (born Joseph Scott Sappington; May 3, 1972) is the former lead vocalist of the rock band Saliva.
Sentence 4: [4] Under Your Skin is the seventh studio album by American rock band Saliva. It is the final album to feature singer Josey Scott, who left the band in 2012.
Chain of reasoning: Ian Watkins was incarcerated for his crimes, which impacted his career with the rock band Lostprophets.
Answer: Ian Watkins",1,647,235,10
kv_hqq_n4_g32_r512,explain,5a81f49c5542995ce29dcc9a,hard,bridge,The physicist that saw a deficiency in Newton's classical theory of gravity received a Nobel Prize in what year?,1921,1 4,4 8 9 1 2,1921,"[4] states that Albert Einstein saw a deficiency in Newton's theory. [1] mentions that Einstein received the Nobel Prize in Physics in 1921. Therefore, the year is 1921.
Answer: 1921",1,973,52,10
kv_hqq_n4_g32_r512,explain,5ae234005542994d89d5b392,hard,comparison,Who has the highest scope in profession in Rob Thomas or James Dean Bradfield,James Dean Bradfield,5 7,7 5 2 0 8,Rob Thomas,"[1] James Dean Bradfield is a Welsh singer-songwriter, musician and record producer. [2] Rob Thomas is an American singer, songwriter, record producer and multi-instrumentalist.
[1] and [2] provide information about the professions of James Dean Bradfield and Rob Thomas respectively.
Answer: Rob Thomas",1,584,65,10
kv_hqq_n4_g32_r512,explain,5a7b9a8a554299042af8f78d,hard,bridge,"What Taylor swift song released December 7, 2008 was written by the same writer as ""You Belong to Me""?",White Horse,1 9,2 3 5 8 1,White Horse,"[5] White Horse (Taylor Swift song). ""White Horse"" is a song performed by American singer-songwriter Taylor Swift. The song was written by Swift and Liz Rose and produced by Nathan Chapman, with Swift's aid. The answer: White Horse
Connection: White Horse was released on December 7, 2008 and was written by the same writers as ""You Belong with Me"", which were Taylor Swift and Liz Rose.",1,976,91,10
kv_hqq_n4_g32_r512,explain,5a83f07455429933447460be,hard,comparison,Are Brainerd Lakes Regional Airport and Sawyer International Airport located in Europe?,no,0 5,0 5 6 4 1,No,"[1] states that Brainerd Lakes Regional Airport is in the United States. [2] confirms Sawyer International Airport is also in the United States.
Connecting the useful passages:
Since both airports are mentioned in [1] and [2], and these passages clearly state they are in the United States, we can conclude that neither airport is located in Europe.
Answer: No",1,695,75,10
kv_hqq_n4_g32_r512,explain,5ae51fa25542992663a4f11f,hard,bridge,Where is the group of islands named after Purdue University's professor of forest ecology from 1947 to 1973?,the northwest tip of Canisteo Peninsula in Amundsen Sea,6 9,5 4 6 1 9,Lindsey Islands,"[3] states that Alton A. Lindsey, a Purdue University professor of forest ecology from 1947 to 1973, was named after a group of islands. [3] Lindsey Islands are located in the Amundsen Sea. Answer: Lindsey Islands",1,887,57,10
kv_hqq_n4_g32_r512,explain,5a7e355055429934daa2fbf4,hard,bridge,whodesigned the first theoretical mechanism for the detonation of an atomic bomb and was part of the group of scientists who first discovered nuclear fission?,Otto Robert Frisch,2 9,2 5 9 7 4,Otto Robert Frisch,"[1] states that Otto Robert Frisch and Rudolf Peierls designed the first theoretical mechanism for the detonation of an atomic bomb in 1940.
[3] mentions that Lise Meitner and Otto Frisch understood the nuclear fission process.
[1] and [3] together state that Otto Robert Frisch was part of the group of scientists who first discovered nuclear fission.
Answer: Otto Robert Frisch",1,864,90,10
kv_hqq_n4_g32_r512,explain,5a8d18fb5542994ba4e3dbf2,hard,bridge,What position did the 2004 World Series of Poker gold bracelet holder have in the 2011 Epic Poker League?,Commissioner,3 9,9 3 8 6 1,Commissioner,"Sentence 1: [1] Epic Poker League was organized by Federated Sports + Gaming and featured three events at the Palms Casino Resort in Las Vegas.
Sentence 2: [2] Annie Duke was the Commissioner of the Epic Poker League.
Sentence 3: [2] Annie Duke won the 2004 World Series of Poker Tournament of Champions.
Connecting: Annie Duke, the gold bracelet holder in the 2004 World Series of Poker, was the Commissioner of the Epic Poker League in 2011.
Answer: Commissioner",1,823,113,10
